transaction_id,user_id,transaction_date,transaction_amount,payment_method,transaction_type
Q2-TX-000375,434,11-06-2025,$112, PayPal,Upgrade
Q2-TX-000376,406,"Jun 08, 2025",USD -305.48,PayPal ,Refund 
Q2-TX-000377,273,06/09/2025,USD 432.49, Debit Card, Add-on 
Q2-TX-000378,168,2025-04-23,398.59 USD,PayPal,Subscription 
Q2-TX-000379,518,14/04/2025,302.58,Bank Transfer,Add-on
Q2-TX-000380,1053,04/10/2025,-324.39,debit card, Refund
Q2-TX-000381,182,13-05-2025,$-283,CREDIT CARD, Refund 
Q2-TX-000382,1340,04/25/2025,-56.82,DEBIT CARD,Refund
Q2-TX-000383,100,04/16/2025,USD 361.13,PAYPAL,ADD-ON
Q2-TX-000384,807,29/04/2025,158.42,Credit Card ,upgrade
Q2-TX-000385,825,"May 26, 2025",$418.53, PayPal,Upgrade 
Q2-TX-000386,977,07-04-2025,-133.76 USD, Credit Card ,refund
Q2-TX-000387,241,"Apr 23, 2025",USD -171.95,bank transfer,Refund 
Q2-TX-000388,934,05/02/2025,USD 254.69, Credit Card , Upgrade
Q2-TX-000389,1126,23-06-2025,$720.91,BANK TRANSFER,subscription
Q2-TX-000390,825,2025-06-19,-262.44 USD, Bank Transfer,Refund
Q2-TX-000391,1024,24/06/2025,$262,debit card, Subscription 
Q2-TX-000392,1333,15-05-2025,100.74 USD,CREDIT CARD,ADD-ON
Q2-TX-000393,55,06/20/2025,$82.84,Debit Card,Upgrade
Q2-TX-000394,947,01/06/2025,$-154,Credit Card , Refund 
Q2-TX-000395,576,"May 13, 2025",318.01 USD,Debit Card,Subscription
Q2-TX-000396,1216,2025-06-26,USD 262.45,debit card,Upgrade
Q2-TX-000397,1160,2025-05-05,-213.51,PayPal ,REFUND
Q2-TX-000398,991,19-04-2025,USD 163.91,Bank Transfer,add-on
Q2-TX-000399,1381,06/06/2025,360.99,bank transfer,Upgrade 
Q2-TX-000400,665,04/30/2025,521.12, PayPal, Add-on 
Q2-TX-000401,961,05/23/2025,345.82,Credit Card, Add-on
Q2-TX-000402,1244,04/22/2025,458.45,credit card,Subscription
Q2-TX-000403,661,04/20/2025,$201,bank transfer,Subscription
Q2-TX-000404,22,10-05-2025,,bank transfer,subscription
Q2-TX-000405,456,2025-04-18,,Credit Card, Subscription 
Q2-TX-000406,317,21/05/2025,456.56 USD,Credit Card,add-on
Q2-TX-000407,29,04/21/2025,USD 570.00,PAYPAL,UPGRADE
Q2-TX-000408,1174,2025-04-10,463.78, Credit Card,Add-on 
Q2-TX-000409,494,24 Apr 2025,$535,PayPal ,Upgrade 
Q2-TX-000410,412,04/17/2025,$160, Credit Card,Add-on
Q2-TX-000411,33,15/06/2025,132.23,Bank Transfer ,UPGRADE
Q2-TX-000412,940,04/15/2025,194.65 USD, Credit Card , Subscription 
Q2-TX-000413,302,09-04-2025,$-172.80, Credit Card,Refund
Q2-TX-000414,287,25/06/2025,USD 146.41,paypal, Upgrade 
Q2-TX-000415,1030,"Apr 11, 2025",$-537,Bank Transfer, Refund 
Q2-TX-000416,413,16/04/2025,,CREDIT CARD,REFUND
Q2-TX-000417,978,26-06-2025,USD 459.42,Bank Transfer, Upgrade
Q2-TX-000418,732,2025-04-06,$335.83,Debit Card , Upgrade
Q2-TX-000419,892,10/05/2025,8.48,DEBIT CARD,add-on
Q2-TX-000420,448,"Apr 18, 2025",165.70, PayPal ,SUBSCRIPTION
Q2-TX-000421,1158,05-05-2025,150.69,PAYPAL,SUBSCRIPTION
Q2-TX-000422,1118,"Apr 12, 2025",USD -123.97,Credit Card, Refund
Q2-TX-000423,144,2025-04-09,122.40,CREDIT CARD,Upgrade 
Q2-TX-000424,1473,10/04/2025,$136, Debit Card ,Upgrade
Q2-TX-000425,1395,2025-05-04,$127.44,Credit Card, Upgrade
Q2-TX-000426,620,17-06-2025,165.26 USD,Bank Transfer, Add-on
Q2-TX-000427,617,"Apr 12, 2025",$-134.71,DEBIT CARD,refund
Q2-TX-000428,966,14-04-2025,USD 148.82,paypal,Add-on 
Q2-TX-000429,170,16/05/2025,688.23 USD,Credit Card, Upgrade
Q2-TX-000430,974,05/22/2025,$314, PayPal , Add-on
Q2-TX-000431,711,31-05-2025,-496.09 USD,CREDIT CARD,Refund 
Q2-TX-000432,155,20 May 2025,$88.20, Bank Transfer, Upgrade
Q2-TX-000433,1384,14-04-2025,-144.53 USD, Debit Card ,refund
Q2-TX-000434,615,"May 01, 2025",117.33 USD,debit card,Upgrade
Q2-TX-000435,1072,05-04-2025,$728,PayPal,Add-on 
Q2-TX-000436,1449,2025-04-17,$-389.75,BANK TRANSFER,REFUND
Q2-TX-000437,744,05 Apr 2025,202.56,PayPal ,SUBSCRIPTION
Q2-TX-000438,1285,"Apr 27, 2025",,Bank Transfer , Subscription
Q2-TX-000439,1469,24-06-2025,USD 197.59, Debit Card ,Add-on 
Q2-TX-000440,564,22 May 2025,$201.29,debit card,Upgrade
Q2-TX-000441,686,"Jun 17, 2025",133.50,PayPal,Subscription
Q2-TX-000442,1028,10-06-2025,-182.54 USD,DEBIT CARD,Refund
Q2-TX-000443,247,"Jun 16, 2025",213.28,bank transfer, Add-on
Q2-TX-000444,927,2025-06-24,112.79 USD,credit card, Upgrade
Q2-TX-000445,765,"Apr 14, 2025",USD 468.02,Credit Card ,add-on
Q2-TX-000446,940,"Apr 19, 2025",$446,Bank Transfer ,UPGRADE
Q2-TX-000447,825,10 Apr 2025,$-145.91,PayPal, Refund 
Q2-TX-000448,1203,2025-05-13,$-44.32,Bank Transfer, Refund 
Q2-TX-000449,867,11 Apr 2025,-195.08,Bank Transfer , Refund
Q2-TX-000450,170,"Jun 01, 2025",203.10,CREDIT CARD,Subscription
Q2-TX-000451,655,07-04-2025,$393,CREDIT CARD, Add-on
Q2-TX-000452,472,21 Jun 2025,238.26, Debit Card , Add-on 
Q2-TX-000453,278,"Apr 15, 2025",USD 55.33, PayPal ,add-on
Q2-TX-000454,1469,25/05/2025,191.17,paypal, Add-on
Q2-TX-000455,9,2025-05-24,$246,CREDIT CARD,Add-on
Q2-TX-000456,359,06/01/2025,-139.58,paypal,Refund
Q2-TX-000457,140,"Apr 12, 2025",$409.66,BANK TRANSFER,Subscription 
Q2-TX-000458,796,05/19/2025,$-409,PayPal , Refund
Q2-TX-000459,219,05/22/2025,USD -229.93,debit card,Refund 
Q2-TX-000460,1051,05/27/2025,-462.36,DEBIT CARD,Refund 
Q2-TX-000461,272,04 May 2025,32.94, Credit Card , Subscription
Q2-TX-000462,989,29 Apr 2025,$280.52,Debit Card , Subscription 
Q2-TX-000463,720,16 May 2025,291.50,paypal,Upgrade
Q2-TX-000464,29,17/06/2025,172.23,Bank Transfer,Subscription
Q2-TX-000465,900011,10 Jun 2025,$36,CREDIT CARD, Subscription 
Q2-TX-000466,1278,11 May 2025,182.96, PayPal ,ADD-ON
Q2-TX-000467,1077,16-05-2025,USD 152.74,PayPal,UPGRADE
Q2-TX-000468,35,2025-05-29,USD -514.94,PayPal , Refund 
Q2-TX-000469,1195,2025-05-23,$346.06,credit card, Upgrade
Q2-TX-000470,520,25-06-2025,-224.62,Debit Card ,refund
Q2-TX-000471,300,10-04-2025,USD 203.60, Debit Card,UPGRADE
Q2-TX-000472,81,2025-06-30,536.19,Debit Card,Upgrade
Q2-TX-000473,546,06/27/2025,USD 43.28,DEBIT CARD, Upgrade
Q2-TX-000474,1465,11/05/2025,45.17 USD,Credit Card ,Upgrade
Q2-TX-000475,890,2025-04-23,689.35 USD,paypal,add-on
Q2-TX-000476,987,20-05-2025,$181.47,CREDIT CARD,Add-on
Q2-TX-000477,1105,24-06-2025,$83.56, Bank Transfer ,Add-on
Q2-TX-000478,406,04/29/2025,$47.00,Debit Card , Upgrade
Q2-TX-000479,379,05/28/2025,547.03,CREDIT CARD, Add-on
Q2-TX-000480,130,20-06-2025,USD 108.08,Bank Transfer,ADD-ON
Q2-TX-000481,1329,05/27/2025,94.68 USD,DEBIT CARD,Subscription 
Q2-TX-000482,319,25 Apr 2025,273.17,BANK TRANSFER,upgrade
Q2-TX-000483,12,05-06-2025,$363, Bank Transfer, Subscription
Q2-TX-000484,1371,2025-05-22,-265.35,CREDIT CARD, Refund 
Q2-TX-000485,1140,"May 29, 2025",265.64,Debit Card ,Subscription 
Q2-TX-000486,705,"Apr 20, 2025",$-119,Bank Transfer, Refund
Q2-TX-000487,274,22 Apr 2025,$274.33,paypal, Add-on
Q2-TX-000488,1210,2025-05-25,USD 488.00,paypal,Subscription 
Q2-TX-000489,839,"Jun 22, 2025",$-288, PayPal,REFUND
Q2-TX-000490,1309,25/04/2025,,debit card,Subscription
Q2-TX-000491,354,31-05-2025,373.25 USD, PayPal,SUBSCRIPTION
Q2-TX-000492,308,30/05/2025,134.12,paypal, Upgrade 
Q2-TX-000493,1321,17 Jun 2025,$229,PayPal , Upgrade 
Q2-TX-000494,590,"Jun 08, 2025",236.82,PayPal , Upgrade
Q2-TX-000495,488,22/05/2025,$695,CREDIT CARD,Subscription 
Q2-TX-000496,302,16 Jun 2025,295.16, PayPal , Subscription 
Q2-TX-000497,379,"Apr 27, 2025",$105, Debit Card,Add-on 
Q2-TX-000498,759,"Jun 12, 2025",USD 97.48,credit card,add-on
Q2-TX-000499,468,05 May 2025,, Bank Transfer,Upgrade
Q2-TX-000500,436,2025-05-21,USD -527.38,paypal, Refund
Q2-TX-000501,176,30-04-2025,$35, Bank Transfer , Upgrade 
Q2-TX-000502,811,2025-04-11,238.67,Bank Transfer , Upgrade 
Q2-TX-000503,196,14/04/2025,$486.20,PayPal ,Upgrade 
Q2-TX-000504,676,06/16/2025,$-336, Debit Card, Refund
Q2-TX-000505,83,16-06-2025,605.23 USD,credit card, Subscription
Q2-TX-000506,68,2025-05-07,$-189, Debit Card, Refund
Q2-TX-000507,833,05/01/2025,98.25, Bank Transfer ,Add-on 
Q2-TX-000508,1028,28 May 2025,$187,Debit Card,add-on
Q2-TX-000509,1265,2025-06-13,-109.29, Bank Transfer ,REFUND
Q2-TX-000510,829,23-06-2025,$673.88,DEBIT CARD,Add-on 
Q2-TX-000511,572,05/03/2025,$-250.03, Bank Transfer, Refund
Q2-TX-000512,1209,08-04-2025,USD 286.10,DEBIT CARD, Subscription 
Q2-TX-000513,1319,25/04/2025,$-100,PAYPAL, Refund 
Q2-TX-000514,935,"Apr 08, 2025",144.95,Bank Transfer ,Add-on
Q2-TX-000515,426,04-04-2025,USD -403.75,debit card, Refund 
Q2-TX-000516,1208,2025-06-10,$-215.95,CREDIT CARD, Refund
Q2-TX-000517,604,"Jun 17, 2025",-168.39 USD, Bank Transfer ,REFUND
Q2-TX-000518,566,10/04/2025,243.21 USD, Debit Card, Subscription
Q2-TX-000519,878,25-05-2025,170.77 USD,PAYPAL,subscription
Q2-TX-000520,840,18/06/2025,USD -25.01,PayPal , Refund
Q2-TX-000521,166,11 Jun 2025,$75.99,CREDIT CARD,Upgrade
Q2-TX-000522,1068,2025-04-18,$233,BANK TRANSFER, Upgrade 
Q2-TX-000523,750,19/05/2025,-405.54 USD,Bank Transfer,REFUND
Q2-TX-000524,195,2025-05-06,154.82 USD,Bank Transfer, Subscription
Q2-TX-000525,900014,2025-06-12,-536.92, Debit Card,Refund
Q2-TX-000526,1353,"Jun 22, 2025",398.11 USD, Bank Transfer,Add-on
Q2-TX-000527,640,2025-06-02,435.35 USD, PayPal, Subscription 
Q2-TX-000528,230,06/10/2025,,BANK TRANSFER,SUBSCRIPTION
Q2-TX-000529,551,04/08/2025,385.92,Bank Transfer ,Add-on 
Q2-TX-000530,1344,05/13/2025,$148,DEBIT CARD, Upgrade 
Q2-TX-000531,570,06/14/2025,$557, PayPal ,Upgrade 
Q2-TX-000532,1194,17/04/2025,188.39, Bank Transfer, Upgrade
Q2-TX-000533,648,04 May 2025,$-142.88, PayPal ,refund
Q2-TX-000534,231,05/17/2025,$146.69, Bank Transfer,ADD-ON
Q2-TX-000535,1454,06/18/2025,$348,DEBIT CARD,Add-on
Q2-TX-000536,353,"Apr 25, 2025",$60.54, Credit Card ,SUBSCRIPTION
Q2-TX-000537,647,15/04/2025,$257,bank transfer, Subscription
Q2-TX-000538,1112,04/06/2025,208.22,DEBIT CARD, Upgrade 
Q2-TX-000539,1302,2025-05-28,$118,PAYPAL, Add-on
Q2-TX-000540,129,05/16/2025,$430.43,credit card,add-on
Q2-TX-000541,287,30 Jun 2025,$331,Credit Card ,UPGRADE
Q2-TX-000542,124,03/06/2025,124.01 USD,Debit Card,Add-on 
Q2-TX-000543,852,02 Jun 2025,$88.37,paypal, Add-on
Q2-TX-000544,357,"May 28, 2025",197.66, Bank Transfer,Upgrade 
Q2-TX-000545,356,"Jun 20, 2025",USD -336.27,Debit Card,refund
Q2-TX-000546,42,06/04/2025,292.32,BANK TRANSFER,add-on
Q2-TX-000547,1491,01 May 2025,,PayPal , Upgrade
Q2-TX-000548,967,"Apr 02, 2025",40.99,Bank Transfer ,Upgrade
Q2-TX-000549,238,30 Apr 2025,111.49, Credit Card ,UPGRADE
Q2-TX-000550,1473,16 May 2025,$276,DEBIT CARD, Upgrade
Q2-TX-000551,679,"Apr 15, 2025",$124,PAYPAL,ADD-ON
Q2-TX-000552,886,04/07/2025,USD 435.56, PayPal, Upgrade 
Q2-TX-000553,541,2025-04-12,-185.17,bank transfer, Refund
Q2-TX-000554,896,"Apr 25, 2025",91.44,credit card,Upgrade
Q2-TX-000555,2,28 Jun 2025,84.06 USD,Bank Transfer,add-on
Q2-TX-000556,953,05 May 2025,$246,DEBIT CARD,Add-on 
Q2-TX-000557,218,"Jun 05, 2025",$-100,Credit Card ,REFUND
Q2-TX-000558,64,15 Apr 2025,$44.61,BANK TRANSFER,Subscription
Q2-TX-000559,822,26 May 2025,USD 126.45,CREDIT CARD,Subscription
Q2-TX-000560,1451,"Jun 03, 2025",$684.71,Debit Card, Upgrade 
Q2-TX-000561,553,05/24/2025,$29, Bank Transfer ,Subscription 
Q2-TX-000562,27,18/04/2025,148.70,DEBIT CARD,UPGRADE
Q2-TX-000563,65,"May 05, 2025",$146,PAYPAL,Subscription 
Q2-TX-000564,269,17-05-2025,128.09, Credit Card,UPGRADE
Q2-TX-000565,1158,01 Jun 2025,$200,PayPal,subscription
Q2-TX-000566,1296,05 Jun 2025,$268, Bank Transfer,Subscription
Q2-TX-000567,153,2025-05-20,378.80 USD,Credit Card,Upgrade
Q2-TX-000568,1335,"Apr 28, 2025",USD 841.58,Debit Card,upgrade
Q2-TX-000569,765,05/13/2025,342.49,bank transfer, Subscription 
Q2-TX-000570,309,2025-05-22,USD 434.12, PayPal , Add-on
Q2-TX-000571,226,18 Jun 2025,152.97,Debit Card ,Subscription 
Q2-TX-000572,737,2025-05-28,$205,Bank Transfer, Subscription
Q2-TX-000573,1266,23-05-2025,$-189, Credit Card,Refund 
Q2-TX-000574,628,29-04-2025,USD -132.96,bank transfer,Refund 
Q2-TX-000575,443,25-06-2025,, Debit Card ,subscription
Q2-TX-000576,82,25-04-2025,$70,CREDIT CARD,SUBSCRIPTION
Q2-TX-000577,841,19 May 2025,$147.25,CREDIT CARD,SUBSCRIPTION
Q2-TX-000578,921,26/06/2025,473.75 USD,Credit Card, Upgrade
Q2-TX-000579,1434,"Jun 27, 2025",-246.65,Bank Transfer ,Refund 
Q2-TX-000580,118,21 Jun 2025,USD 478.49,DEBIT CARD, Subscription
Q2-TX-000581,371,"Jun 01, 2025",$249.87,DEBIT CARD,ADD-ON
Q2-TX-000582,209,24 Apr 2025,189.25,PayPal , Subscription
Q2-TX-000583,946,12 Jun 2025,$102,PayPal , Add-on 
Q2-TX-000584,255,29/04/2025,$215,credit card,Add-on 
Q2-TX-000585,54,04/15/2025,134.53, Bank Transfer,Add-on 
Q2-TX-000586,1474,04/13/2025,$81,Bank Transfer,Upgrade
Q2-TX-000587,765,09/06/2025,$110,PayPal , Subscription
Q2-TX-000588,847,2025-04-18,$301.60, Bank Transfer, Upgrade 
Q2-TX-000589,1212,06/03/2025,$-464.88, PayPal ,REFUND
Q2-TX-000590,1384,"Apr 12, 2025",USD -318.11,bank transfer,refund
Q2-TX-000591,208,24 Jun 2025,$105.52, Bank Transfer ,Upgrade
Q2-TX-000592,350,06/13/2025,USD 246.90,Bank Transfer, Upgrade 
Q2-TX-000593,522,06/27/2025,-176.04 USD, PayPal ,REFUND
Q2-TX-000594,1134,16-04-2025,$-275.45,PayPal ,Refund
Q2-TX-000595,999,04/10/2025,USD -147.06,credit card,refund
Q2-TX-000596,527,02-04-2025,$363.37, Debit Card,upgrade
Q2-TX-000597,320,25-05-2025,363.40, PayPal ,UPGRADE
Q2-TX-000598,345,"May 19, 2025",334.65,PayPal ,subscription
Q2-TX-000599,207,27/04/2025,237.47 USD,Credit Card,Subscription 
Q2-TX-000600,1467,04/17/2025,$370,Credit Card, Subscription 
Q2-TX-000601,769,"Jun 25, 2025",-68.30 USD, Credit Card ,refund
Q2-TX-000602,1322,19/05/2025,$169,Credit Card , Subscription
Q2-TX-000603,206,"Apr 15, 2025",, Debit Card,refund
Q2-TX-000604,311,09 May 2025,USD -105.14, Debit Card ,REFUND
Q2-TX-000605,1242,2025-06-25,$381,CREDIT CARD,SUBSCRIPTION
Q2-TX-000606,97,06 Jun 2025,$256.86,PayPal,Add-on
Q2-TX-000607,900,11 Jun 2025,202.57,PayPal, Upgrade
Q2-TX-000608,1195,07-05-2025,171.33, Bank Transfer,subscription
Q2-TX-000609,35,2025-05-09,105.50 USD,Bank Transfer,Subscription 
Q2-TX-000610,631,05 May 2025,$383, Bank Transfer , Add-on
Q2-TX-000611,1163,29-04-2025,$245,Debit Card ,SUBSCRIPTION
Q2-TX-000612,1156,04/27/2025,440.05,paypal, Upgrade
Q2-TX-000613,1367,10 Apr 2025,322.49, Bank Transfer , Subscription
Q2-TX-000614,1326,"May 21, 2025",223.09, PayPal ,upgrade
Q2-TX-000615,643,12 Apr 2025,USD 157.09,credit card,Subscription
Q2-TX-000616,624,19 Apr 2025,-97.97,DEBIT CARD,Refund 
Q2-TX-000617,1257,13 Jun 2025,80.71,debit card,Add-on 
Q2-TX-000618,132,05/29/2025,428.26 USD,bank transfer,Add-on 
Q2-TX-000619,129,"May 26, 2025",-183.21 USD,Credit Card,refund
Q2-TX-000620,1008,19/06/2025,302.97 USD,PAYPAL,ADD-ON
Q2-TX-000621,1446,26-04-2025,USD 104.71, Credit Card , Upgrade 
Q2-TX-000622,813,13 May 2025,$129, Bank Transfer,Upgrade
Q2-TX-000623,9,07 May 2025,172.48 USD,PayPal ,UPGRADE
Q2-TX-000624,136,05/09/2025,$205,Credit Card ,Add-on
Q2-TX-000625,1493,"May 07, 2025",-57.50 USD,PayPal, Refund
Q2-TX-000626,1160,2025-04-01,USD 63.81,Credit Card, Subscription 
Q2-TX-000627,1021,28/04/2025,USD -122.83,Credit Card , Refund
Q2-TX-000628,558,2025-04-09,246.83 USD, Bank Transfer ,subscription
Q2-TX-000629,1191,08 Jun 2025,290.55, Bank Transfer, Upgrade 
Q2-TX-000630,1223,13-06-2025,299.54 USD, PayPal,ADD-ON
Q2-TX-000631,337,2025-05-17,390.34,PAYPAL,upgrade
Q2-TX-000632,1127,19/05/2025,$70.64,PAYPAL,add-on
Q2-TX-000633,1178,17 Jun 2025,223.00 USD,CREDIT CARD, Subscription 
Q2-TX-000634,449,04/19/2025,-258.00,Credit Card ,Refund 
Q2-TX-000635,265,04/04/2025,USD 610.89,Bank Transfer ,upgrade
Q2-TX-000636,940,02 Jun 2025,408.35,BANK TRANSFER,subscription
Q2-TX-000637,1119,06/25/2025,188.84,BANK TRANSFER,Subscription
Q2-TX-000638,933,2025-06-24,$175.22, PayPal,Upgrade 
Q2-TX-000639,1287,23-06-2025,$95.00,PayPal ,add-on
Q2-TX-000640,421,04/09/2025,-145.33 USD, Bank Transfer ,REFUND
Q2-TX-000641,140,07-06-2025,288.45, Bank Transfer,Subscription 
Q2-TX-000642,101,"Apr 23, 2025",$-252.64, Credit Card,REFUND
Q2-TX-000643,1258,04/30/2025,$120.97, PayPal ,add-on
Q2-TX-000644,1422,23/05/2025,-100.58 USD,DEBIT CARD,Refund
Q2-TX-000645,823,"May 03, 2025",USD 322.84,BANK TRANSFER, Subscription
Q2-TX-000646,150,05/14/2025,USD -270.46, Debit Card,Refund
Q2-TX-000647,769,"Jun 21, 2025",128.66 USD,Bank Transfer, Subscription
Q2-TX-000648,368,03-05-2025,$327,PayPal,Subscription 
Q2-TX-000649,290,20/06/2025,USD 204.12,Bank Transfer,upgrade
Q2-TX-000650,728,08/06/2025,,BANK TRANSFER, Upgrade
Q2-TX-000651,148,27 May 2025,48.77, Bank Transfer,add-on
Q2-TX-000652,528,"Jun 04, 2025",233.96,PAYPAL,Upgrade 
Q2-TX-000653,1018,25/06/2025,128.54 USD, Credit Card , Subscription
Q2-TX-000654,520,2025-05-15,USD 195.66, Credit Card , Subscription 
Q2-TX-000655,1266,04/19/2025,274.18, PayPal , Subscription 
Q2-TX-000656,10,05/03/2025,$130.30, Debit Card,Upgrade 
Q2-TX-000657,787,11/05/2025,104.78,PayPal,upgrade
Q2-TX-000658,700,29/04/2025,90.72 USD,debit card,add-on
Q2-TX-000659,1024,2025-04-11,519.65 USD,Bank Transfer,ADD-ON
Q2-TX-000660,277,01-04-2025,$144.26,credit card,subscription
Q2-TX-000661,1188,"Jun 02, 2025",160.90 USD,Credit Card, Upgrade
Q2-TX-000662,525,2025-04-03,247.73,PayPal,SUBSCRIPTION
Q2-TX-000663,1404,03-05-2025,361.44,paypal, Add-on 
Q2-TX-000664,419,29/06/2025,268.50,Credit Card ,Upgrade
Q2-TX-000665,234,2025-05-27,$120,Credit Card ,UPGRADE
Q2-TX-000666,268,05/18/2025,113.97,PayPal , Subscription 
Q2-TX-000667,896,31 May 2025,$162.00,BANK TRANSFER, Add-on 
Q2-TX-000668,908,06/29/2025,$436.61,credit card,Upgrade
Q2-TX-000669,1356,16/04/2025,243.30,paypal, Subscription
Q2-TX-000670,762,"Jun 21, 2025",208.43, Debit Card , Subscription
Q2-TX-000671,413,17 Jun 2025,-165.48, Bank Transfer , Refund 
Q2-TX-000672,826,01/04/2025,292.94,Credit Card ,Upgrade 
Q2-TX-000673,470,2025-05-25,253.53 USD,Debit Card, Upgrade 
Q2-TX-000674,220,2025-05-06,$403.37,paypal,UPGRADE
Q2-TX-000675,353,16 May 2025,40.19,credit card,Subscription 
Q2-TX-000676,1457,06/06/2025,$-479,BANK TRANSFER,REFUND
Q2-TX-000677,1232,11/04/2025,$276.29, Bank Transfer,Add-on
Q2-TX-000678,201,20 May 2025,USD -233.77,PAYPAL,REFUND
Q2-TX-000679,458,"May 07, 2025",178.71 USD,BANK TRANSFER,UPGRADE
Q2-TX-000680,1350,10-06-2025,33.39 USD,Debit Card,UPGRADE
Q2-TX-000681,1399,"Jun 09, 2025",USD 235.16,Debit Card,Upgrade
Q2-TX-000682,50,06/06/2025,$234.23, Debit Card,Add-on
Q2-TX-000683,109,06/29/2025,637.38,BANK TRANSFER, Upgrade 
Q2-TX-000684,33,12-06-2025,98.07,Bank Transfer,add-on
Q2-TX-000685,1283,05/12/2025,148.39,BANK TRANSFER,subscription
Q2-TX-000686,507,04/23/2025,$261.74,Bank Transfer,Subscription
Q2-TX-000687,635,"Apr 09, 2025",$465, Debit Card,upgrade
Q2-TX-000688,715,18 Apr 2025,253.15,Debit Card , Add-on 
Q2-TX-000689,1346,28 Jun 2025,$192.37,BANK TRANSFER,Subscription
Q2-TX-000690,1027,"May 07, 2025",-81.86,PayPal ,refund
Q2-TX-000691,1248,04/06/2025,$228, Bank Transfer ,upgrade
Q2-TX-000692,15,07/06/2025,-114.46,Bank Transfer, Refund 
Q2-TX-000693,1315,29/05/2025,-27.08,Credit Card ,Refund 
Q2-TX-000694,29,"Jun 24, 2025",$128.19, Credit Card, Subscription
Q2-TX-000695,1316,17/04/2025,USD -238.01,Debit Card ,Refund 
Q2-TX-000696,82,2025-04-24,USD 192.31,Credit Card ,Subscription
Q2-TX-000697,38,"Jun 14, 2025",255.55 USD,Debit Card ,ADD-ON
Q2-TX-000698,576,"Apr 15, 2025",$160, PayPal,upgrade
Q2-TX-000699,1290,"May 05, 2025",USD 227.03,BANK TRANSFER, Upgrade
Q2-TX-000700,1405,24/06/2025,USD 108.29,BANK TRANSFER,Add-on 
Q2-TX-000701,1076,2025-06-17,-120.03,Credit Card,Refund 
Q2-TX-000702,869,04/07/2025,404.11,debit card, Add-on
Q2-TX-000703,1235,"May 03, 2025",USD 629.49, Debit Card, Subscription 
Q2-TX-000704,746,08 May 2025,582.72, PayPal, Add-on 
Q2-TX-000705,102,02-06-2025,137.42,Credit Card, Subscription
Q2-TX-000706,163,"May 28, 2025",$286.44,paypal,SUBSCRIPTION
Q2-TX-000707,1379,27-06-2025,154.48,Bank Transfer ,Add-on 
Q2-TX-000708,412,09 Apr 2025,$229,Debit Card,Upgrade 
Q2-TX-000709,930,29-05-2025,$230, Debit Card, Upgrade
Q2-TX-000710,226,06 Jun 2025,191.08 USD,PayPal,ADD-ON
Q2-TX-000711,140,"May 19, 2025",USD 184.80,paypal,SUBSCRIPTION
Q2-TX-000712,818,08/06/2025,37.66, Credit Card ,Add-on
Q2-TX-000713,1441,05-05-2025,146.07,Credit Card ,Add-on 
Q2-TX-000714,1084,2025-06-24,290.13,DEBIT CARD,subscription
Q2-TX-000715,200,2025-06-15,$362,PayPal,upgrade
Q2-TX-000716,1264,2025-04-29,$191, Credit Card, Subscription
Q2-TX-000717,772,"May 27, 2025",USD 504.07,credit card,Add-on 
Q2-TX-000718,1312,04/01/2025,-235.73,Credit Card,refund
Q2-TX-000719,1366,05 Jun 2025,449.96, Credit Card,subscription
Q2-TX-000720,620,"May 24, 2025",$-238.34,DEBIT CARD, Refund 
Q2-TX-000721,591,17-05-2025,$13,CREDIT CARD,Add-on 
Q2-TX-000722,813,"May 12, 2025",-461.76,PAYPAL,Refund 
Q2-TX-000723,1393,19-05-2025,-181.03 USD,CREDIT CARD, Refund 
Q2-TX-000724,1404,14-06-2025,USD -174.45,Credit Card , Refund 
Q2-TX-000725,308,2025-04-08,80.48, PayPal ,Upgrade
Q2-TX-000726,1158,2025-05-20,$373,Bank Transfer , Add-on 
Q2-TX-000727,187,05/29/2025,,Credit Card,Add-on 
Q2-TX-000728,299,28 Apr 2025,USD 87.40,Bank Transfer , Subscription 
Q2-TX-000729,862,06/08/2025,-458.70,Credit Card,refund
Q2-TX-000730,418,21/04/2025,177.69, Credit Card, Upgrade
Q2-TX-000731,42,15-06-2025,USD 360.53,Credit Card, Subscription 
Q2-TX-000732,1449,06/01/2025,$-105,credit card, Refund 
Q2-TX-000733,557,14/04/2025,USD 481.19,credit card,Upgrade 
Q2-TX-000734,1189,04/02/2025,$-313.22,PayPal,Refund 
Q2-TX-000735,181,28-06-2025,172.74,PayPal,Subscription
Q2-TX-000736,224,05 Apr 2025,$420.52,credit card, Upgrade
Q2-TX-000737,645,31 May 2025,235.90,Credit Card, Upgrade 
Q2-TX-000738,889,26 Jun 2025,-590.62 USD, Credit Card ,Refund 
Q2-TX-000739,148,31/05/2025,$-134, Debit Card ,Refund 
Q2-TX-000740,41,2025-04-08,-396.48,bank transfer,Refund 
Q2-TX-000741,266,"Apr 06, 2025",$-335,CREDIT CARD,REFUND
Q2-TX-000742,652,"Apr 12, 2025",63.09,PAYPAL,SUBSCRIPTION
Q2-TX-000743,1186,2025-06-24,$80,Debit Card ,Add-on
Q2-TX-000744,1029,"Apr 10, 2025",166.47,Credit Card,ADD-ON
Q2-TX-000745,1212,"Apr 07, 2025",$273.53, PayPal ,SUBSCRIPTION
Q2-TX-000746,954,04/02/2025,355.36,Bank Transfer,UPGRADE
