ticket_id,user_id,opened_date,category,priority,resolution_hours,satisfaction,ticket_status
TCK-001053,397,30-04-2025,TECHNICAL,low,20.9,,resolved
TCK-001054,828,12/19/2025,PERFORMANCE,MEDIUM,20.9,3.0,open
TCK-001055,851,12/06/2025, Account,HIGH,6.8,4.0, Resolved 
TCK-001056,565,21/04/2025,ACCOUNT,medium,8.7,,RESOLVED
TCK-001057,1258,04/21/2025,Performance,critical,8.0,,RESOLVED
TCK-001058,1176,30 May 2025,PERFORMANCE,Low ,16.7,2.0,CLOSED
TCK-001059,1487,2025-05-11, Billing,MEDIUM,16.8,3.0,Closed
TCK-001060,391,13-10-2025, Feature Request ,CRITICAL,10.3,5.0, Resolved
TCK-001061,1116,"May 28, 2025",Technical ,medium,6.7,4.0,Pending 
TCK-001062,994,2025-05-24,PERFORMANCE,Low,14.1,, Open
TCK-001063,800,16/07/2025, Performance,Critical ,23.8,1.0,Open
TCK-001064,761,23-09-2025,Feature Request,medium,5.2,5.0, Resolved 
TCK-001065,1438,25/12/2025, Security , High,13.9,, Resolved
TCK-001066,766,2025-09-26,Performance ,LOW,20.8,2.0,CLOSED
TCK-001067,671,2025-10-02,FEATURE REQUEST, Medium,9.1,3.0,Closed 
TCK-001068,523,2025-07-24, Billing,MEDIUM,2.8,3.0, Pending 
TCK-001069,697,2025-03-11,FEATURE REQUEST,High ,13.6,2.0,Open
TCK-001070,1018,22/05/2025,FEATURE REQUEST,LOW,9.4,3.0, Closed 
TCK-001071,1209,"May 14, 2025",Performance,LOW,8.2,3.0,Open
TCK-001072,1176,05/05/2025,TECHNICAL, Low,12.0,2.0,Open 
TCK-001073,51,"Dec 17, 2025",Security,high,6.3,5.0,PENDING
TCK-001074,1077,"Sep 09, 2025",ACCOUNT,high,12.9,5.0,closed
TCK-001075,234,08-03-2025,ACCOUNT,critical,25.3,2.0, Pending 
TCK-001076,1260,2025-03-25,Billing,Low ,11.2,1.0,Closed 
TCK-001077,973,23/04/2025,Security , High ,21.4,4.0, Pending
TCK-001078,608,08 Aug 2025, Feature Request , Critical,5.6,2.0,open
TCK-001079,700,02/26/2025,feature request, Low ,20.7,1.0, Open 
TCK-001080,601,15-06-2025, Billing, Critical,21.2,,Open
TCK-001081,253,28/02/2025, Account,Critical ,24.4,1.0,Closed
TCK-001082,417,30 Mar 2025,Security, Medium,20.5,,PENDING
TCK-001083,882,25-01-2025, Feature Request ,High,3.8,,Closed
TCK-001084,800002,21/01/2025, Billing , Critical,33.1,1.0,OPEN
TCK-001085,90,31 May 2025, Billing ,high,25.8,2.0,Pending 
TCK-001086,1213,13 Apr 2025,account,High,39.9,5.0,OPEN
TCK-001087,2,29 Sep 2025,FEATURE REQUEST,high,6.5,5.0,RESOLVED
TCK-001088,568,"Dec 15, 2025",account, Medium ,54.6,2.0,RESOLVED
TCK-001089,998,09/23/2025, Technical,LOW,23.2,,open
TCK-001090,54,10 Nov 2025, Feature Request ,CRITICAL,11.2,5.0, Resolved 
TCK-001091,867,02/05/2025,technical, Medium,6.3,2.0,Open 
TCK-001092,1078,2025-02-27,Billing ,Low,9.8,3.0,Open
TCK-001093,662,15 Aug 2025, Billing ,CRITICAL,11.5,3.0, Closed
TCK-001094,1037,09-07-2025,Billing ,CRITICAL,9.0,3.0,Open 
TCK-001095,74,"Dec 04, 2025", Technical,Critical ,10.9,4.0, Closed
TCK-001096,209,20-04-2025,Technical,low,21.0,3.0, Closed
TCK-001097,1107,13-10-2025,Performance , Critical,15.1,3.0,CLOSED
TCK-001098,873,13-04-2025,Security , Critical,4.4,1.0,open
TCK-001099,607,2025-10-27,feature request,Critical ,2.0,5.0,OPEN
TCK-001100,216,17/01/2025,Account , Medium ,4.5,2.0, Open 
TCK-001101,1068,23/08/2025,Technical , Critical,15.1,1.0,RESOLVED
TCK-001102,1259,24/02/2025,BILLING, Medium ,18.4,2.0,closed
TCK-001103,522,03/08/2025,PERFORMANCE,critical,2.8,, Open 
TCK-001104,1447,25 May 2025,Performance,critical,9.4,2.0,Resolved
TCK-001105,969,07/23/2025, Feature Request,Critical,44.2,5.0,Open
TCK-001106,75,2025-06-14, Feature Request, Medium,13.0,2.0, Closed 
TCK-001107,752,28/02/2025,Account, Low,16.3,1.0, Closed
TCK-001108,882,"Oct 02, 2025",Technical, Critical ,30.8,2.0,Resolved
TCK-001109,265,20/02/2025,Performance , Low,3.9,, Open 
TCK-001110,838,07/04/2025,Feature Request , Medium ,26.0,,Open
TCK-001111,1420,01-12-2025,TECHNICAL,LOW,6.8,1.0,pending
TCK-001112,119,04-07-2025,Performance , Medium ,18.3,1.0,Resolved
TCK-001113,121,22 Jul 2025, Feature Request ,high,3.1,3.0,RESOLVED
TCK-001114,361,"Jun 16, 2025",ACCOUNT,critical,9.3,3.0,resolved
TCK-001115,294,07/22/2025,Security,Medium ,15.6,5.0,CLOSED
TCK-001116,368,03/10/2025,security,Critical ,6.9,1.0, Resolved
TCK-001117,778,06 Aug 2025,Billing ,High,24.4,1.0,pending
TCK-001118,155,04/01/2025, Technical,LOW,0.9,5.0, Pending
TCK-001119,199,30/06/2025,ACCOUNT,Low,30.7,5.0,RESOLVED
TCK-001120,766,23-12-2025, Billing, Low ,14.6,3.0,PENDING
TCK-001121,924,2025-10-14,Account , Critical ,26.9,4.0,Pending
TCK-001122,617,12/27/2025,BILLING,LOW,2.7,3.0,Closed 
TCK-001123,636,"Aug 26, 2025",PERFORMANCE,Medium ,2.4,4.0, Resolved
TCK-001124,261,29/06/2025, Performance,high,28.9,1.0,Closed 
TCK-001125,562,01/22/2025,Technical,LOW,36.2,, Pending 
TCK-001126,1179,12 Sep 2025, Account,High ,18.4,5.0,Closed
TCK-001127,97,02/07/2025,technical,LOW,15.6,4.0,Open 
TCK-001128,345,01/18/2025, Performance,MEDIUM,24.7,4.0,Open 
TCK-001129,996,2025-03-27,BILLING, High ,11.9,4.0,PENDING
TCK-001130,629,19 Jul 2025, Security,Critical,7.4,4.0,Pending
TCK-001131,1233,05 Nov 2025,Feature Request ,high,17.1,1.0,CLOSED
TCK-001132,1059,2025-09-14, Feature Request ,LOW,8.0,4.0, Pending
TCK-001133,275,27-07-2025,FEATURE REQUEST,LOW,15.5,1.0,Pending
TCK-001134,1199,01/28/2025,ACCOUNT,low,17.6,5.0, Open
TCK-001135,28,2025-07-09,FEATURE REQUEST,Low,11.7,3.0,OPEN
TCK-001136,487,2025-09-02,Account, Medium,22.2,1.0,open
TCK-001137,402,06/19/2025,feature request,Medium ,16.5,3.0, Closed
TCK-001138,947,"Mar 03, 2025",security, High ,6.3,3.0,Resolved
TCK-001139,888,2025-04-16,Account,Low ,3.3,4.0,CLOSED
TCK-001140,1209,26 Aug 2025,Security ,LOW,16.1,4.0, Resolved
TCK-001141,508,29/07/2025, Feature Request , Critical ,25.1,4.0,Pending 
TCK-001142,616,25/02/2025,SECURITY,Medium,5.2,5.0,PENDING
TCK-001143,109,"Aug 11, 2025",billing, High ,11.8,1.0,Resolved
TCK-001144,1027,09/02/2025,Feature Request,Low,12.4,1.0, Resolved
TCK-001145,617,"Jan 27, 2025", Account ,High,9.5,3.0,OPEN
TCK-001146,1222,"Aug 31, 2025",Technical,High ,19.9,1.0,Pending
TCK-001147,1194,08/23/2025,security,HIGH,14.7,5.0, Open
TCK-001148,346,11/27/2025, Technical, Critical,10.9,3.0, Open
TCK-001149,59,2025-02-07,Security , Medium,11.2,2.0,Open 
TCK-001150,793,28 Sep 2025, Security ,medium,35.0,3.0,open
TCK-001151,944,18/08/2025,Security ,Critical,11.3,1.0,RESOLVED
TCK-001152,1086,"Apr 11, 2025",Performance,Medium,19.4,5.0,Resolved
TCK-001153,1391,13/12/2025,Feature Request, Medium,5.2,2.0,Resolved 
TCK-001154,699,22 Jan 2025, Performance ,Critical ,51.9,5.0,Open 
TCK-001155,313,18/08/2025,technical,High ,28.3,2.0, Open
TCK-001156,75,2025-11-10,technical,High ,7.3,4.0,pending
TCK-001157,1095,25 Nov 2025,TECHNICAL,CRITICAL,9.3,2.0,Open
TCK-001158,974,17/11/2025,Billing, High ,6.8,2.0,closed
TCK-001159,1451,18/06/2025,TECHNICAL,Medium ,3.1,, Resolved 
TCK-001160,880,07-01-2025, Security,LOW,11.5,3.0,Closed
TCK-001161,303,2025-05-16, Technical ,MEDIUM,11.9,4.0,Pending 
TCK-001162,23,"Dec 08, 2025",Security ,low,29.7,1.0,closed
TCK-001163,967,06 Feb 2025,Billing ,High ,21.6,2.0,Closed
TCK-001164,937,11/08/2025,security,medium,20.4,4.0,Pending 
TCK-001165,574,"Mar 21, 2025",Technical , Low,26.8,1.0,RESOLVED
TCK-001166,1182,12 Dec 2025, Security ,MEDIUM,12.4,, Resolved 
TCK-001167,805,2025-05-12,account,HIGH,16.2,,Resolved
TCK-001168,205,13 Aug 2025,PERFORMANCE, Low,5.2,,pending
TCK-001169,1042,27-08-2025,Technical,Low,19.2,3.0,open
TCK-001170,318,03/04/2025,feature request,high,5.9,5.0, Pending
TCK-001171,1235,2025-06-26,Feature Request, Critical,3.3,5.0,Closed 
TCK-001172,743,02/10/2025, Technical,High ,15.8,4.0,Open
TCK-001173,599,25/06/2025,Account, Low,7.6,3.0,RESOLVED
TCK-001174,453,16-07-2025, Feature Request,Critical,16.2,1.0,Closed
TCK-001175,911,"Jan 10, 2025", Billing ,Medium ,9.3,,RESOLVED
TCK-001176,217,11/27/2025, Technical , Medium ,7.3,3.0,Open 
TCK-001177,1130,16-11-2025,billing,Critical ,30.8,5.0, Resolved 
TCK-001178,861,09-05-2025,FEATURE REQUEST, Medium ,22.3,3.0,Resolved 
TCK-001179,32,08 Apr 2025,Security, High ,8.2,1.0, Closed 
TCK-001180,462,06/22/2025,FEATURE REQUEST,HIGH,32.5,,Pending 
TCK-001181,285,12 Aug 2025,technical,Critical,5.7,4.0,Closed 
TCK-001182,533,22 Mar 2025,Account ,CRITICAL,8.2,1.0,PENDING
TCK-001183,933,07/12/2025, Performance , Low ,6.2,3.0, Open 
TCK-001184,888,28 Nov 2025,Performance,critical,8.4,5.0,Open 
TCK-001185,486,10/09/2025,technical,High ,17.1,2.0, Open 
TCK-001186,1401,"Nov 04, 2025", Feature Request ,CRITICAL,30.4,2.0, Closed 
TCK-001187,1425,12 Jan 2025,Feature Request, Low,12.3,3.0,CLOSED
TCK-001188,256,2025-06-06,performance,HIGH,11.4,3.0,Closed 
TCK-001189,63,05/10/2025, Security , Low ,27.0,, Resolved
TCK-001190,1470,04/23/2025,Technical,MEDIUM,49.4,2.0,pending
TCK-001191,239,2025-01-20,Security,HIGH,5.9,2.0,closed
TCK-001192,895,22/03/2025,SECURITY,MEDIUM,6.0,5.0,PENDING
TCK-001193,1169,"Jan 02, 2025",Security , High,16.4,,closed
TCK-001194,1173,22 Oct 2025,TECHNICAL,HIGH,21.6,2.0,resolved
TCK-001195,354,23-05-2025, Technical ,High ,23.3,1.0,OPEN
TCK-001196,134,16-08-2025,SECURITY, Critical,22.6,5.0,Pending 
TCK-001197,1154,06/06/2025,Security , High ,5.4,,OPEN
TCK-001198,614,14/05/2025,Account,Critical ,26.4,3.0,Pending
TCK-001199,857,2025-07-27, Security, Low ,10.1,,resolved
TCK-001200,1323,03 Dec 2025,Performance,LOW,13.3,4.0,pending
TCK-001201,1324,20/10/2025, Account ,Low ,11.7,5.0, Open 
TCK-001202,1164,03-03-2025, Billing , Medium ,3.2,1.0,Open
TCK-001203,1492,11-03-2025,SECURITY,critical,28.0,4.0, Closed
TCK-001204,205,08/14/2025,TECHNICAL,Critical,10.9,3.0,Closed 
TCK-001205,1308,02-08-2025, Security , High,7.9,5.0,closed
TCK-001206,121,2025-09-12, Technical ,high,57.4,5.0,Open 
TCK-001207,713,"Jul 08, 2025",Performance, High,23.4,2.0,Pending 
TCK-001208,846,06/07/2025,Technical,CRITICAL,16.3,4.0,Open
TCK-001209,785,"Sep 16, 2025",billing, Medium ,10.2,1.0,CLOSED
TCK-001210,666,"Nov 23, 2025",FEATURE REQUEST, High,1.8,2.0,Closed
TCK-001211,1090,19/09/2025,Feature Request,MEDIUM,21.3,4.0,Open
TCK-001212,689,11/04/2025,Security, Low ,26.4,1.0, Open
TCK-001213,212,"Nov 24, 2025",Performance,High,0.5,3.0, Pending
TCK-001214,356,2025-04-18,feature request, Critical,12.3,1.0,Open 
TCK-001215,982,15-02-2025,Performance , Low ,27.1,4.0, Pending 
TCK-001216,61,18-03-2025,TECHNICAL, High ,8.7,3.0,CLOSED
TCK-001217,81,10/08/2025, Technical , Medium,16.3,3.0,OPEN
TCK-001218,252,01/12/2025,Performance, Low,4.7,, Resolved 
TCK-001219,969,2025-02-15, Technical, Low,2.6,3.0, Pending 
TCK-001220,1272,03/28/2025, Feature Request, Critical ,5.6,,RESOLVED
TCK-001221,923,"Jan 13, 2025", Account ,Low ,6.1,4.0,Open 
TCK-001222,189,"Feb 19, 2025",Billing, Low,12.0,5.0,Pending 
TCK-001223,1382,31-05-2025,TECHNICAL,High,13.0,3.0,open
TCK-001224,172,2025-06-23, Security,Critical ,46.9,5.0,Closed 
TCK-001225,74,01-09-2025,account,Critical,19.2,,resolved
TCK-001226,1291,2025-01-12, Performance ,HIGH,12.5,5.0,PENDING
TCK-001227,665,19/09/2025,BILLING, Critical,16.8,2.0, Closed
TCK-001228,538,"Mar 13, 2025", Account , Medium,33.9,4.0,Open
TCK-001229,771,"Jun 18, 2025", Billing,Medium,35.6,5.0, Resolved
TCK-001230,603,07/01/2025,Billing , Medium,49.1,, Open 
TCK-001231,1369,06 May 2025, Performance ,Low ,22.1,2.0, Pending 
TCK-001232,1355,27 Oct 2025,Security ,critical,34.9,2.0,PENDING
TCK-001233,793,2025-03-15,account,HIGH,20.4,4.0,Closed
TCK-001234,1097,14 Jan 2025,Billing,critical,9.8,2.0,Pending
TCK-001235,1500,26-02-2025, Feature Request, High ,10.5,4.0,RESOLVED
TCK-001236,154,21/08/2025,security,Critical,20.1,,Closed
TCK-001237,1262,2025-12-11, Account,critical,31.0,3.0,Pending
TCK-001238,619,09-12-2025,TECHNICAL, Critical,9.0,4.0,resolved
TCK-001239,464,"Dec 27, 2025",Performance , Medium ,29.8,5.0,Resolved 
TCK-001240,322,16/01/2025, Security , Critical ,13.9,4.0,resolved
TCK-001241,1500,22-08-2025, Technical,Medium ,13.4,1.0, Pending 
TCK-001242,661,03/14/2025,Technical , Low,9.1,2.0,Resolved 
TCK-001243,635,"Oct 25, 2025",TECHNICAL,critical,20.3,1.0,Open
TCK-001244,995,2025-03-09,Security , Critical ,8.8,1.0, Open
TCK-001245,11,05/01/2025,ACCOUNT,Critical,28.3,4.0,Pending 
TCK-001246,1080,19-05-2025, Performance , Critical,4.6,3.0,resolved
TCK-001247,677,24/08/2025,account,Low,8.2,1.0,RESOLVED
TCK-001248,1212,17 Sep 2025, Security , Low ,4.3,1.0,OPEN
TCK-001249,1105,17-10-2025,feature request,MEDIUM,6.6,2.0,Open 
TCK-001250,974,20 Feb 2025, Security ,Critical,8.9,1.0,resolved
TCK-001251,1118,01/01/2025, Performance ,CRITICAL,4.9,5.0,PENDING
TCK-001252,1206,11 Apr 2025,billing,Low,15.7,3.0, Open
TCK-001253,729,09/09/2025, Security,LOW,7.9,2.0, Resolved
TCK-001254,345,22-12-2025,Billing ,Critical,3.8,5.0, Closed 
TCK-001255,489,02/05/2025, Security ,Low ,26.3,1.0,resolved
TCK-001256,422,03/28/2025,Technical,High ,11.5,, Open
TCK-001257,932,2025-05-17, Performance,HIGH,7.4,5.0,resolved
TCK-001258,415,2025-06-03, Feature Request,LOW,16.5,3.0,Open
TCK-001259,872,"Dec 16, 2025",SECURITY, High,17.7,4.0,PENDING
TCK-001260,976,01/01/2025,Technical ,low,16.2,1.0,CLOSED
TCK-001261,832,01/06/2025, Account ,Critical,2.2,3.0,Open 
TCK-001262,206,"Aug 28, 2025",performance,high,23.8,1.0,Closed
TCK-001263,437,27 Mar 2025, Feature Request,medium,18.1,, Closed 
TCK-001264,124,07/17/2025, Security ,LOW,39.9,1.0,Pending 
TCK-001265,796,24 Apr 2025,account, Medium ,17.7,3.0,PENDING
TCK-001266,319,12/04/2025,security, Critical ,13.2,4.0,Resolved 
TCK-001267,1266,2025-09-25,security,MEDIUM,8.7,1.0,Closed
TCK-001268,1451,15 Sep 2025,Security ,Critical,11.7,2.0,OPEN
TCK-001269,1136,2025-01-16,billing,critical,6.6,4.0, Open 
TCK-001270,1018,07/04/2025,Account,critical,7.3,5.0, Resolved 
TCK-001271,922,2025-05-15, Billing,critical,3.9,3.0,OPEN
TCK-001272,1127,07/08/2025,performance,Medium,11.5,3.0,OPEN
TCK-001273,1001,"Mar 31, 2025",Account,low,8.6,3.0,Open 
TCK-001274,1497,06/15/2025, Account ,High ,16.6,1.0,resolved
TCK-001275,1127,03/03/2025,feature request, High,24.9,,Open
TCK-001276,1408,08/07/2025,BILLING, High ,4.9,5.0,Open
TCK-001277,1250,19/10/2025,Security ,Medium ,27.2,2.0,Pending
TCK-001278,328,15/09/2025,feature request,medium,21.2,4.0,RESOLVED
TCK-001279,741,01 Jun 2025,TECHNICAL,Low ,15.8,2.0,Closed
TCK-001280,1037,06 Jun 2025, Performance, High ,14.9,3.0,Open 
TCK-001281,1325,2025-03-24,performance,High,22.8,2.0,Resolved
TCK-001282,449,09-01-2025, Feature Request,critical,6.5,1.0,Open 
TCK-001283,495,"Sep 13, 2025",Feature Request ,High,10.4,, Pending
TCK-001284,67,07 Dec 2025, Account ,Medium ,7.0,,Pending
TCK-001285,668,03/31/2025,Performance, High,10.0,2.0,RESOLVED
TCK-001286,35,2025-02-03,SECURITY,Medium,99999.0,1.0,resolved
TCK-001287,1420,09/17/2025,Security ,Critical ,10.8,5.0,Closed
TCK-001288,13,24-07-2025,FEATURE REQUEST,MEDIUM,11.2,4.0, Pending
TCK-001289,1048,31/03/2025, Technical ,CRITICAL,20.2,5.0, Open
TCK-001290,340,03-09-2025,ACCOUNT,Critical,10.5,4.0,Open
TCK-001291,40,"Apr 03, 2025", Technical,Critical,21.2,4.0,CLOSED
TCK-001292,540,18 Sep 2025,FEATURE REQUEST, Low,23.0,2.0,resolved
TCK-001293,186,2025-10-08,performance,Low ,19.7,,Open 
TCK-001294,537,23-08-2025, Performance ,High,32.2,2.0, Open
TCK-001295,400,25/05/2025, Performance , High,10.2,4.0,CLOSED
TCK-001296,390,14-10-2025, Billing,low,13.6,3.0, Closed
TCK-001297,465,17-02-2025,Account ,High,3.0,1.0, Open 
TCK-001298,27,19 Sep 2025,BILLING,HIGH,27.5,2.0, Pending
TCK-001299,570,18/01/2025,performance,medium,6.4,2.0, Pending
TCK-001300,1271,04-01-2025, Security ,MEDIUM,4.4,1.0,Pending
TCK-001301,16,10 Dec 2025, Technical ,CRITICAL,14.0,3.0,closed
TCK-001302,554,15-04-2025, Account,Low ,12.0,5.0, Pending 
TCK-001303,1313,24-05-2025,Billing,Low ,6.1,2.0, Open
TCK-001304,869,26 Jun 2025, Technical, Low,13.8,5.0,resolved
TCK-001305,1344,2025-10-18,billing, Medium ,31.8,2.0, Open
TCK-001306,111,2025-03-31,performance,low,7.9,2.0,RESOLVED
TCK-001307,1226,"Jul 06, 2025",Feature Request ,Critical,9.9,1.0,Closed
TCK-001308,185,15/02/2025,Technical , Low,29.1,2.0, Resolved 
TCK-001309,81,28 Apr 2025,performance, Critical,25.2,5.0,CLOSED
TCK-001310,1017,13-05-2025, Security,MEDIUM,10.8,3.0, Pending 
TCK-001311,327,2025-01-11, Billing ,High,32.3,5.0,PENDING
TCK-001312,527,14-07-2025, Billing, Medium ,5.4,3.0,Open
TCK-001313,991,"Jan 07, 2025",SECURITY,High ,25.9,5.0,Pending
TCK-001314,15,23 Oct 2025, Account ,CRITICAL,9.4,2.0, Pending
TCK-001315,1013,10-02-2025, Billing,High ,13.1,, Pending
TCK-001316,1083,01 Sep 2025,Billing, Low ,3.4,3.0,Resolved 
TCK-001317,732,10 May 2025,Technical ,low,26.9,1.0, Resolved 
TCK-001318,668,2025-03-20,Feature Request, High ,8.7,5.0, Closed 
TCK-001319,1146,03/01/2025,PERFORMANCE,Medium ,6.0,3.0,closed
TCK-001320,368,20-09-2025, Billing ,Critical ,8.9,, Open
TCK-001321,1490,03/06/2025, Technical , High,21.4,5.0,resolved
TCK-001322,644,21 Aug 2025,Account , Critical ,38.3,3.0,open
TCK-001323,341,27 Jun 2025,Account ,High ,6.7,,OPEN
TCK-001324,1139,2025-01-04, Technical,Medium,14.3,5.0,Closed 
TCK-001325,1099,2025-10-09, Feature Request ,High,1.7,2.0, Resolved
TCK-001326,1402,02 Apr 2025,Feature Request ,High ,18.0,4.0,Closed 
TCK-001327,1483,2025-01-24,Feature Request ,Low ,11.8,5.0, Pending 
TCK-001328,1058,20 Jan 2025,Performance ,Critical ,10.9,3.0,PENDING
TCK-001329,617,2025-03-12,ACCOUNT,Medium,11.7,2.0, Closed
TCK-001330,202,"Aug 16, 2025", Feature Request ,high,10.7,5.0,Pending 
TCK-001331,289,22/04/2025,Performance ,Medium ,13.4,1.0,PENDING
TCK-001332,28,29/12/2025,TECHNICAL,Low ,15.7,,RESOLVED
TCK-001333,587,"May 11, 2025",account,MEDIUM,9.4,,Pending 
TCK-001334,194,03 Jan 2025,Technical ,CRITICAL,25.6,5.0,CLOSED
TCK-001335,257,15/11/2025,Billing ,medium,6.6,,pending
TCK-001336,786,18/01/2025,BILLING, Medium,5.7,2.0, Pending
TCK-001337,995,01/02/2025,Billing,Critical ,13.0,1.0, Open
TCK-001338,563,11 Dec 2025,Security ,CRITICAL,4.2,2.0,Closed 
TCK-001339,1160,09/09/2025,ACCOUNT, High,20.7,1.0,resolved
TCK-001340,730,"Feb 04, 2025",Feature Request,Medium ,4.3,1.0,Resolved
TCK-001341,796,09/06/2025,PERFORMANCE,Critical,1.1,4.0,Pending 
TCK-001342,134,2025-02-21,performance, Medium ,10.6,5.0,Resolved 
TCK-001343,611,"Jul 11, 2025", Technical,High,7.3,5.0,OPEN
TCK-001344,761,"Sep 03, 2025",Feature Request ,Medium,31.2,5.0,pending
TCK-001345,427,14-05-2025,Technical, Low,8.9,3.0,resolved
TCK-001346,675,09/11/2025, Account ,HIGH,9.9,5.0,pending
TCK-001347,152,12-05-2025,PERFORMANCE,critical,51.8,2.0, Open 
TCK-001348,144,18-05-2025,FEATURE REQUEST, Low ,18.4,3.0,Closed
TCK-001349,1325,13/12/2025,Account, Low ,11.3,5.0,Closed
TCK-001350,1071,"Dec 07, 2025",Feature Request,LOW,4.0,1.0,Pending 
TCK-001351,1025,2025-12-31,feature request, Critical,33.0,1.0,Resolved
TCK-001352,865,"Sep 16, 2025",BILLING, Critical ,5.8,5.0, Resolved 
TCK-001353,593,17/08/2025,Performance ,MEDIUM,28.4,4.0, Open 
TCK-001354,233,21 Feb 2025,ACCOUNT, Critical ,9.9,2.0, Pending 
TCK-001355,117,17 Oct 2025, Security, Low,6.1,2.0,CLOSED
TCK-001356,1341,"Aug 08, 2025",SECURITY,critical,3.0,4.0,open
TCK-001357,1021,2025-11-21,Security,critical,25.8,2.0, Pending
TCK-001358,1011,"Feb 07, 2025",TECHNICAL,Low ,9.6,2.0, Resolved
TCK-001359,818,22-01-2025, Billing,LOW,3.8,5.0,Closed
TCK-001360,1389,04/06/2025,Technical,High,4.8,5.0,Resolved
TCK-001361,594,27/10/2025,Security,critical,12.9,1.0,RESOLVED
TCK-001362,139,16-09-2025, Billing,critical,3.6,1.0,Resolved 
TCK-001363,989,"Jan 18, 2025", Account ,medium,13.0,2.0,Resolved
TCK-001364,241,11/21/2025,FEATURE REQUEST, Low ,10.4,2.0,Resolved 
TCK-001365,425,2025-09-13,Feature Request ,critical,8.9,1.0,PENDING
TCK-001366,685,01/19/2025,Feature Request , Low,3.1,,Resolved
TCK-001367,341,26 Jun 2025,security,low,19.0,5.0,Resolved
TCK-001368,352,07/10/2025,Billing ,LOW,13.5,2.0, Open
TCK-001369,1304,2025-11-10, Security , Low ,8.0,4.0,Pending
TCK-001370,602,"Oct 07, 2025", Technical ,Critical ,22.2,4.0,PENDING
TCK-001371,480,06-11-2025,TECHNICAL,low,22.0,5.0,closed
TCK-001372,276,09/05/2025,Feature Request,high,12.5,5.0,RESOLVED
TCK-001373,507,10/06/2025,billing, Low,6.9,,Resolved 
TCK-001374,334,"Dec 03, 2025",BILLING, Low ,3.2,1.0, Closed 
TCK-001375,124,07/31/2025,BILLING,low,5.1,2.0, Open
TCK-001376,585,06/23/2025,Billing,MEDIUM,19.5,3.0, Resolved 
TCK-001377,231,01/18/2025, Billing ,MEDIUM,11.8,4.0,OPEN
TCK-001378,1246,2025-05-31,BILLING,Medium ,8.8,2.0,Open 
TCK-001379,1312,25/03/2025,Performance , High,32.9,5.0,CLOSED
TCK-001380,1422,08-09-2025,FEATURE REQUEST,High ,55.8,5.0,pending
TCK-001381,1388,2025-12-08,Feature Request ,High ,43.7,3.0,RESOLVED
TCK-001382,836,11/02/2025, Performance,Medium,12.6,1.0,closed
TCK-001383,1424,05/05/2025,FEATURE REQUEST,low,16.1,,CLOSED
TCK-001384,1488,01/21/2025, Feature Request ,LOW,14.4,5.0,Closed
TCK-001385,474,19 Sep 2025,account, Medium,28.2,5.0,Resolved 
TCK-001386,1157,2025-08-02,performance,CRITICAL,30.8,1.0, Pending
TCK-001387,358,17/11/2025,Billing , Critical ,16.2,2.0,resolved
TCK-001388,1032,11/18/2025,Security ,High,4.4,2.0, Open 
TCK-001389,919,"Aug 31, 2025",account,Critical,4.1,1.0,PENDING
TCK-001390,1269,09 May 2025,Performance ,medium,37.6,3.0,Open 
TCK-001391,530,28/03/2025,Feature Request ,High,58.8,1.0,CLOSED
TCK-001392,1402,08-06-2025, Security ,Medium ,25.7,5.0,RESOLVED
TCK-001393,792,10 Jul 2025,Account ,medium,7.9,4.0,Pending 
TCK-001394,12,09/25/2025,Security,low,12.2,2.0, Resolved 
TCK-001395,674,"Jul 17, 2025",SECURITY,medium,13.4,,Resolved 
TCK-001396,1088,07-04-2025,SECURITY,critical,23.8,5.0,resolved
TCK-001397,1359,08/14/2025,Technical , High,18.6,4.0,RESOLVED
TCK-001398,511,09/08/2025, Billing , Low,29.3,1.0,open
TCK-001399,1102,21 Mar 2025, Account,critical,14.6,4.0,Pending
TCK-001400,1069,21 Feb 2025, Feature Request,High ,7.8,1.0,Resolved
TCK-001401,429,07/02/2025,Billing ,medium,6.7,2.0,Open
TCK-001402,9,26 Aug 2025,feature request, Medium ,16.7,3.0,RESOLVED
TCK-001403,1378,"Dec 27, 2025",FEATURE REQUEST,HIGH,18.1,5.0, Closed
TCK-001404,738,30 Oct 2025, Feature Request ,Low,24.5,,Resolved
TCK-001405,358,05 Jun 2025,Feature Request,critical,12.6,3.0,CLOSED
TCK-001406,914,13-04-2025, Billing ,HIGH,8.4,5.0, Pending
TCK-001407,64,07/10/2025,TECHNICAL,Critical ,26.6,1.0, Open 
TCK-001408,509,15 Apr 2025,Security,medium,4.5,5.0,PENDING
TCK-001409,1473,2025-12-05,Performance ,HIGH,8.2,5.0, Resolved 
TCK-001410,629,27 Oct 2025,Account , Low,5.8,,OPEN
TCK-001411,627,2025-03-15, Account ,low,12.7,3.0, Closed
TCK-001412,809,12 Dec 2025,technical, High,14.2,4.0, Resolved
TCK-001413,488,2025-07-08,TECHNICAL, Low,11.5,1.0,Pending
TCK-001414,219,2025-05-25, Technical, Medium,13.7,3.0,Pending
TCK-001415,1189,"Mar 14, 2025",ACCOUNT,MEDIUM,4.9,1.0,Resolved
TCK-001416,391,10/02/2025,BILLING,High ,21.2,2.0,Pending 
TCK-001417,1118,06/06/2025,account, Medium ,6.5,,RESOLVED
