subscription_id,user_id,plan,billing_cycle,start_date,end_date,monthly_fee,discount,status
SUB-000714,540,Business,Annual ,17 Sep 2025,"Jun 23, 2026",$270,15 %,Paused
SUB-000715,1222,Starter,Annual ,02 Mar 2025,,USD 53.87, 20% ,active
SUB-000716,162,Free,ANNUAL,"Mar 16, 2025",06/05/2025,$0, 15% ,Expired 
SUB-000717,97,Starter,Quarterly ,04 May 2025,,56.18,0%,ACTIVE
SUB-000718,932,business,Annual ,23-03-2025,,USD 313.16,10%, Active
SUB-000719,978, Enterprise , Quarterly ,2025-12-31,,$730,15.0%, Active 
SUB-000720,403,Free ,Monthly ,05/29/2025,,USD 0.00,0.0%,Active 
SUB-000721,558,professional,quarterly,07/18/2025,13 Mar 2026,$167,5 %,Paused
SUB-000722,745,STARTER,Monthly,12/03/2025,01/09/2026,54.40,0 %,Cancelled
SUB-000723,443, Enterprise,annual,2025-07-25,,788.19,0 %,active
SUB-000724,889, Business ,Quarterly,23 Jan 2025,,USD 315.30,20 %,ACTIVE
SUB-000725,17,Professional ,Annual,"Mar 03, 2025",,$152.34,,Active
SUB-000726,486,PROFESSIONAL,MONTHLY,06/07/2025,,USD 170.13,20.0%, Active
SUB-000727,760,Professional , Annual ,02/11/2025,,169.49,0%,Active
SUB-000728,1277,BUSINESS, Quarterly,01/23/2025,,USD 342.64, 15% ,ACTIVE
SUB-000729,560, Enterprise ,Annual ,"Mar 12, 2025",,892.17, 10% ,ACTIVE
SUB-000730,462,Professional, Monthly ,"Oct 13, 2025",,$168,20 %,ACTIVE
SUB-000731,1289, Professional, Monthly,26/05/2025,11/12/2025,$142, 10% ,expired
SUB-000732,253, Professional,Quarterly,27/01/2025,,165.06,15%, Active
SUB-000733,286, Starter, Quarterly ,16/01/2025,,52.78,10 %,Active
SUB-000734,269,Starter,MONTHLY,07/07/2025,,USD 55.89,0%,Active
SUB-000735,904,Starter,ANNUAL,22-11-2025,2026-09-02,51.10,15 %,Paused 
SUB-000736,127,professional,Monthly ,05/11/2025,,137.27,5 %,Active 
SUB-000737,544,Free, Quarterly ,05/16/2025,02 Oct 2025,0.00,10%,CANCELLED
SUB-000738,1481,Professional ,Annual ,10-02-2025,01-02-2026,USD 159.68,, Cancelled 
SUB-000739,829,Professional ,quarterly,19/06/2025,,142.31,0 %,ACTIVE
SUB-000740,1285,PROFESSIONAL, Quarterly ,22-07-2025,,$148.78,0.0%,active
SUB-000741,1422,Professional, Quarterly ,2025-02-15,,$156,,active
SUB-000742,53,professional, Quarterly ,08 Sep 2025,,$148,5 %,active
SUB-000743,1398,starter,Annual ,27/07/2025,,48.69,0.0%,active
SUB-000744,809, Enterprise ,quarterly,07/12/2025,,745.68 USD,20 %, Active
SUB-000745,485,PROFESSIONAL, Annual ,23/03/2025,,$169.14,20.0%,active
SUB-000746,1405,Starter, Annual,"Feb 18, 2025",,53.29 USD,,active
SUB-000747,1058,Starter ,Monthly ,"Apr 19, 2025",24/06/2025,$44,15%, Paused 
SUB-000748,990, Starter ,QUARTERLY,13/02/2025,,53.48,10%, Active
SUB-000749,663,Professional ,annual,2025-11-08,,$161.66,5%, Active 
SUB-000750,806, Business , Monthly ,20/04/2025,27/12/2025,269.83,5 %, Cancelled
SUB-000751,957, Starter, Monthly,08/01/2025,17 Sep 2025,48.63,20%, Expired
SUB-000752,8,STARTER,Quarterly ,01/27/2025,,51.53 USD, 0% ,active
SUB-000753,1291, Starter ,Annual,20/01/2025,,49.65, 10% ,Active
SUB-000754,1384,professional, Quarterly,31-08-2025,16-06-2026,163.08 USD, 10% ,Cancelled 
SUB-000755,5,business, Quarterly ,23-03-2025,,300.90 USD, 0% , Active 
SUB-000756,827, Business,QUARTERLY,07/30/2025,"Jun 18, 2026",280.60,10.0%,Cancelled
SUB-000757,1071,Enterprise , Annual ,12/24/2025,"Nov 13, 2026",$914.14, 15% ,Cancelled 
SUB-000758,1447,Professional,MONTHLY,"Oct 29, 2025",07 May 2026,USD 143.12,10.0%,cancelled
SUB-000759,854, Business ,quarterly,"Jun 01, 2025",,322.75,5 %,Active
SUB-000760,268, Starter ,Annual,08 Oct 2025,,$45.85, 20% ,Active 
SUB-000761,591, Professional ,Quarterly,27/04/2025,,USD 146.36,0 %, Active
SUB-000762,1432, Enterprise ,MONTHLY,12-03-2025,01/07/2026,807.40 USD,20.0%,PAUSED
SUB-000763,815,Business ,Annual ,16/09/2025,05/07/2026,283.47 USD,,Cancelled 
SUB-000764,1317,PROFESSIONAL,Quarterly,30-01-2025,,$151,20%, Active
SUB-000765,1429, Free ,ANNUAL,13-04-2025,03/03/2026,0.00, 10% , Cancelled
SUB-000766,51,Business ,QUARTERLY,"Sep 21, 2025",,310.89,15.0%, Active 
SUB-000767,1110,starter, Monthly,2025-11-14,2026-03-02,$52,15%,Expired 
SUB-000768,289, Professional,QUARTERLY,07/25/2025,,136.43,0 %, Active 
SUB-000769,1038, Professional,QUARTERLY,06/19/2025,,166.55,20 %,ACTIVE
SUB-000770,205,Enterprise,Monthly,2025-05-11,,756.08,,ACTIVE
SUB-000771,1068,BUSINESS,Quarterly,29-09-2025,27-11-2025,285.95, 10% ,EXPIRED
SUB-000772,219,Starter ,Quarterly ,04-06-2025,,52.20,20%,active
SUB-000773,414,starter,QUARTERLY,01-10-2025,2026-07-20,USD 49.84,0%, Paused
SUB-000774,41,ENTERPRISE,QUARTERLY,10/04/2025,,818.85 USD,20 %,Active
SUB-000775,356, Free ,Annual ,20/06/2025,2026-05-29,$0, 20% , Cancelled 
SUB-000776,142, Starter ,Annual,"Oct 24, 2025",,53.97,15 %,Active 
SUB-000777,998,Starter,quarterly,06/22/2025,06-12-2025,$52, 20% ,Paused 
SUB-000778,27, Starter , Monthly,08/26/2025,,$46,15%,Active 
SUB-000779,660,PROFESSIONAL,Annual ,25 Apr 2025,,$148,0%,active
SUB-000780,1348,enterprise, Monthly ,2025-03-28,12/09/2025,$880.98, 10% ,Cancelled 
SUB-000781,1230,Enterprise, Monthly,20/06/2025,,832.63,20.0%,Active
SUB-000782,466,Free , Annual,14-08-2025,02/06/2026,$0, 15% ,Cancelled
SUB-000783,1345,starter,Annual,"Aug 06, 2025","Nov 25, 2025",USD 48.67,20.0%,Cancelled 
SUB-000784,656,Business , Annual,22/07/2025,14/10/2025,USD 287.24,10.0%,cancelled
SUB-000785,880,FREE,annual,04-07-2025,17-06-2026,0.00, 15% ,Cancelled 
SUB-000786,430,free,Quarterly ,09/04/2025,01 Dec 2025,USD 0.00,15%,CANCELLED
SUB-000787,189,enterprise,ANNUAL,16/02/2025,,806.24, 20% ,ACTIVE
SUB-000788,1154, Starter,annual,08/10/2025,,49.41 USD,0 %, Active 
SUB-000789,296,Starter ,Quarterly,02/03/2025,,55.19 USD,20.0%, Active
SUB-000790,1392,BUSINESS, Monthly ,"Jan 19, 2025",29 Jul 2025,USD 312.17,15 %,Cancelled
SUB-000791,1375, Business ,QUARTERLY,2025-08-27,10 Mar 2026,311.42,20 %, Paused
SUB-000792,643,Starter ,Annual ,26 Sep 2025,,$47.31,20 %, Active 
SUB-000793,431, Professional,Monthly ,2025-06-30,,$157, 10% ,ACTIVE
SUB-000794,1045,Enterprise ,annual,"Nov 18, 2025",,834.14,, Active
SUB-000795,421,professional,monthly,"Jan 09, 2025",20-03-2025,USD 148.88,15%,cancelled
SUB-000796,235, Enterprise ,Annual,"Nov 05, 2025",,$917,10%,active
SUB-000797,1162,Professional ,annual,2025-09-25,,USD 166.95,0 %,Active
SUB-000798,823,Professional ,annual,19/01/2025,08-10-2025,162.02 USD,0.0%, Expired
SUB-000799,1134, Professional , Monthly,25 Apr 2025,,154.12,20 %,Active
SUB-000800,497,Business ,Monthly ,04-08-2025,,$304,15.0%,active
SUB-000801,693, Professional ,Quarterly,07/01/2025,06 Jun 2025,140.99 USD,15%,EXPIRED
SUB-000802,675, Starter ,Monthly,12/15/2025,27/08/2026,USD 47.85,10%,Expired 
SUB-000803,980,PROFESSIONAL,Annual,04/24/2025,,162.93,10.0%,Active
SUB-000804,157,starter, Quarterly ,09/05/2025,2025-12-22,49.66 USD,0 %,Paused 
SUB-000805,910,Starter, Annual ,2025-07-21,"Jun 24, 2026",USD 54.91,20 %, Expired
SUB-000806,1266, Professional ,MONTHLY,03/14/2025,,139.61, 10% ,ACTIVE
SUB-000807,844, Enterprise, Annual ,31-05-2025,,820.64,5%,Active
SUB-000808,885, Starter,Monthly ,10 Nov 2025,,52.03 USD,5%,ACTIVE
SUB-000809,1193, Enterprise , Quarterly ,20/08/2025,23 Jul 2026,822.34,5.0%,Cancelled
SUB-000810,1043,Professional,ANNUAL,"Apr 17, 2025",03/02/2026,USD 167.22, 5% , Cancelled 
SUB-000811,336, Enterprise, Monthly ,04/27/2025,,$916.77, 0% , Active 
SUB-000812,521,professional,ANNUAL,08/10/2025,05-05-2026,138.41, 0% , Cancelled
SUB-000813,362,BUSINESS, Quarterly ,2025-11-20,,USD 278.81,20 %,ACTIVE
SUB-000814,1249,starter,monthly,2025-08-15,,$46,0%, Active
SUB-000815,1157,PROFESSIONAL,ANNUAL,27 May 2025,20-10-2025,159.47,0%, Expired 
SUB-000816,1210,Starter, Annual ,15/04/2025,"Oct 09, 2025",USD 48.67,15.0%,Cancelled 
SUB-000817,830, Starter, Annual ,05/04/2025,19 Aug 2025,$53.08,0 %, Paused 
SUB-000818,384,Starter,Monthly ,01 Aug 2025,,49.07,15 %, Active
SUB-000819,892,ENTERPRISE,monthly,2025-03-13,13/08/2025,844.46 USD,15.0%, Paused 
SUB-000820,1432,Enterprise,quarterly,11 Nov 2025,,872.88,0 %,Active 
SUB-000821,453,Business, Quarterly,03-07-2025,,$310,0%,ACTIVE
SUB-000822,307,Professional,Quarterly ,26/07/2025,,154.20 USD,10.0%,ACTIVE
SUB-000823,129,professional, Quarterly,2025-07-04,,$137.39,10 %,active
SUB-000824,1003,BUSINESS, Quarterly ,22 Apr 2025,,299.81, 20% ,ACTIVE
SUB-000825,1194, Business,ANNUAL,2025-04-04,,309.90,15%,Active
SUB-000826,444, Enterprise ,ANNUAL,06/15/2025,,$811.38,5.0%,ACTIVE
SUB-000827,591,enterprise,Quarterly ,"Oct 09, 2025",,899.03 USD,5%,ACTIVE
SUB-000828,961,BUSINESS, Monthly,03 Feb 2025,,USD 336.86,10%,ACTIVE
SUB-000829,1407,Professional,ANNUAL,12 Apr 2025,,$165,0 %,Active 
SUB-000830,1059,PROFESSIONAL,Quarterly,"Apr 20, 2025",,148.08, 0% ,active
SUB-000831,903,Professional, Quarterly ,"Aug 06, 2025",,160.82,5%,Active
SUB-000832,205,business,Annual ,2025-09-03,03/11/2026,$298.65,0%,PAUSED
SUB-000833,469,Professional, Annual,"Jul 31, 2025",,$142.76,0 %,Active
SUB-000834,93,PROFESSIONAL,quarterly,11/20/2025,,146.87,15%, Active
SUB-000835,1316,professional, Monthly ,2025-03-15,07/24/2025,136.74,20.0%, Expired 
SUB-000836,402,free,Monthly ,28-01-2025,,0.00, 0% , Active 
SUB-000837,39,Professional,MONTHLY,28/03/2025,,$151.26,0 %, Active
SUB-000838,984,Free ,quarterly,2025-02-08,,$0.00,20 %, Active
SUB-000839,512,starter,ANNUAL,2025-09-23,,$47.94, 5% ,active
SUB-000840,1203,starter, Annual ,2025-04-01,,$55.16,15%,Active
SUB-000841,234,Business ,Quarterly,01/10/2025,,286.21 USD,5.0%,ACTIVE
SUB-000842,372,PROFESSIONAL,MONTHLY,20-04-2025,,USD 141.21, 20% ,ACTIVE
SUB-000843,259,Starter , Monthly,14-09-2025,,$50.46,10.0%,ACTIVE
SUB-000844,1196, Professional ,Quarterly ,04/09/2025,,159.15 USD,0 %, Active
SUB-000845,1304,Professional , Annual ,05 May 2025,,135.75,20.0%,Active 
SUB-000846,967, Business ,quarterly,27-07-2025,13-02-2026,285.62, 0% ,Expired 
SUB-000847,136, Starter ,Quarterly ,2025-03-22,,$50,5 %, Active
SUB-000848,615,Starter , Quarterly ,07/09/2025,,48.15 USD, 15% , Active
SUB-000849,555,enterprise,Quarterly ,"Aug 11, 2025",02 Mar 2026,USD 861.45,5 %,cancelled
SUB-000850,1299,BUSINESS,annual,10 Oct 2025,26-01-2026,307.31,5.0%,EXPIRED
SUB-000851,212,starter, Monthly ,22 Mar 2025,,$46,15.0%,ACTIVE
SUB-000852,556,Starter , Annual ,27-05-2025,,55.06 USD,10%, Active
SUB-000853,208,Professional , Annual ,17/03/2025,,$145,15%, Active
SUB-000854,197, Professional,Monthly ,11 Dec 2025,02/03/2026,USD 161.33,0 %,Paused
SUB-000855,60,Starter, Quarterly,17 Apr 2025,,53.65 USD,15%,Active
SUB-000856,561,professional, Quarterly,04 Sep 2025,07/15/2026,$170,0.0%,Paused
SUB-000857,270, Enterprise, Quarterly,23/07/2025,01/21/2026,USD 818.68, 20% ,cancelled
SUB-000858,1185,ENTERPRISE, Annual,26/03/2025,,842.11 USD,10%, Active
SUB-000859,285,Business,annual,29-10-2025,,$294, 10% ,Active 
SUB-000860,1362, Free , Annual,26 Feb 2025,,0.00,15 %,Active
SUB-000861,1271,professional,annual,01/14/2025,,151.36 USD,20%,Active
SUB-000862,215,Enterprise,Monthly,28-03-2025,,USD 806.52,20.0%,Active 
SUB-000863,1233,starter,annual,01/18/2025,05/27/2025,54.58 USD,0 %, Cancelled 
SUB-000864,859,Business,ANNUAL,2025-04-16,"Feb 13, 2026",$273, 10% ,Paused
SUB-000865,1492,Free,Monthly,08/11/2025,,$0,5%,Active
SUB-000866,821,Free,Quarterly,10/24/2025,04 Jan 2026,0.00 USD,20%,cancelled
SUB-000867,1085,Professional, Quarterly ,2025-08-02,"Jun 06, 2026",$153,15%,paused
SUB-000868,598,STARTER,Monthly ,05/13/2025,,50.10 USD,10%,active
SUB-000869,654, Starter,Quarterly ,2025-02-01,21/04/2025,$49,20 %,Cancelled
SUB-000870,164,Starter,quarterly,20/02/2025,30 Nov 2025,$56.28, 0% ,Expired
SUB-000871,278,Starter , Quarterly ,2025-12-09,10/01/2026,$45.46,5%,expired
SUB-000872,1093, Professional ,Annual,"Jun 03, 2025",,156.09 USD,15 %, Active
SUB-000873,1045,Professional,quarterly,"May 31, 2025",2026-05-05,$159.49,5 %,EXPIRED
SUB-000874,1259,ENTERPRISE,annual,14/07/2025,,USD 905.73,20.0%,Active
SUB-000875,714,starter,MONTHLY,2025-02-08,28-08-2025,$54,0 %, Cancelled 
SUB-000876,380,PROFESSIONAL,quarterly,10/08/2025,,158.08 USD,10 %, Active 
SUB-000877,639, Business, Monthly ,2025-03-13,,USD 277.83,10 %,Active 
SUB-000878,1112, Professional, Annual,"May 22, 2025",,148.02,10.0%,Active
SUB-000879,63, Professional,ANNUAL,18 Nov 2025,27-07-2026,139.27 USD, 10% ,CANCELLED
SUB-000880,1034, Starter,monthly,05-04-2025,,54.89,0.0%, Active 
SUB-000881,741, Professional,Monthly,13 May 2025,,$162.02,0%,ACTIVE
SUB-000882,1340,Enterprise , Monthly ,24-04-2025,,870.42 USD, 15% ,Active
SUB-000883,1435, Professional,Monthly ,"Jan 03, 2025",,$158.40, 15% ,Active
SUB-000884,996,starter,Monthly ,04 Jan 2025,,$50.31,5%,ACTIVE
SUB-000885,1351,starter,Monthly ,15/03/2025,,45.94,5%,Active 
SUB-000886,569,Professional ,Monthly ,09/27/2025,,$146.38,20%,ACTIVE
SUB-000887,189,free,ANNUAL,2025-05-18,,USD 0.00,0%,active
SUB-000888,711,professional,quarterly,10 Apr 2025,,$161,15.0%,Active
SUB-000889,895,Starter ,Annual,"Dec 25, 2025",01-10-2026,$46,,Paused
SUB-000890,262,Enterprise,Monthly ,02/07/2025,,USD 859.35, 10% ,active
SUB-000891,618, Free ,QUARTERLY,03/06/2025,23-05-2025,$0,20 %, Cancelled
SUB-000892,590,Business, Annual ,"Mar 07, 2025",,USD 303.43,5.0%,Active
SUB-000893,790, Starter ,Quarterly,12 Sep 2025,05/09/2026,45.76,20%, Paused 
SUB-000894,299,free, Annual ,14-11-2025,"Apr 21, 2026",$0,15%,CANCELLED
SUB-000895,680,PROFESSIONAL, Quarterly ,2025-09-10,"Jul 29, 2026",146.02,20.0%,Cancelled 
SUB-000896,2, Business ,ANNUAL,08/09/2025,,321.45 USD,0 %,Active
SUB-000897,773,free,monthly,18-07-2025,,0.00, 15% , Active
SUB-000898,89,free, Quarterly,15 Mar 2025,,$0,0%,ACTIVE
SUB-000899,1204,Business ,MONTHLY,13/03/2025,,325.99,0 %,Active 
SUB-000900,1258, Starter, Annual,23/07/2025,,46.38,10%,Active 
SUB-000901,578,PROFESSIONAL,Monthly ,2025-03-14,2025-07-30,160.89,5%, Paused
SUB-000902,1453,Starter ,Monthly,06/19/2025,,$52, 15% ,ACTIVE
SUB-000903,940,Starter , Annual,2025-01-15,,53.26 USD, 15% ,active
SUB-000904,756,Professional ,MONTHLY,20 Apr 2025,,$141, 5% ,ACTIVE
SUB-000905,372,Enterprise , Monthly,14/06/2025,,$750.58, 5% ,Active
SUB-000906,287,Professional, Quarterly,05/04/2025,2026-03-08,142.91, 20% ,paused
SUB-000907,1230, Starter,Monthly ,14/01/2025,,$48.58, 15% , Active 
SUB-000908,494,Professional, Quarterly,15/07/2025,,163.66 USD, 15% ,Active
SUB-000909,442,STARTER,Monthly ,10/28/2025,,$53.14,0.0%,active
SUB-000910,93,professional, Annual ,27/10/2025,,168.57 USD, 20% ,Active 
SUB-000911,463,Professional, Quarterly ,2025-02-13,,136.28 USD, 0% , Active
SUB-000912,204, Professional , Monthly,2025-06-24,,$135, 10% ,ACTIVE
SUB-000913,1229,starter,annual,2025-08-19,,52.66, 20% , Active 
SUB-000914,445,Starter ,Monthly,02/12/2025,11/07/2025,47.52, 15% , Paused
SUB-000915,590,BUSINESS,QUARTERLY,07/01/2025,17 Dec 2025,$294,0%,Cancelled
SUB-000916,1373,Professional,QUARTERLY,08/08/2025,28 Feb 2026,154.47,15 %,Paused
SUB-000917,257, Free,Annual ,2025-03-23,,0.00,10%, Active 
SUB-000918,1280, Free, Monthly,06 May 2025,,$0,0 %,Active
SUB-000919,792,professional,quarterly,20/11/2025,,146.21 USD,10 %,Active
SUB-000920,1105,Professional , Monthly ,02/06/2025,27 Jan 2026,$158, 15% , Expired
SUB-000921,452,Enterprise ,MONTHLY,12/02/2025,,$885.69,5%,Active
SUB-000922,502,Professional , Quarterly ,06/05/2025,,140.47 USD,20%,active
SUB-000923,294, Starter,Quarterly ,03/11/2025,15/06/2026,55.50, 20% ,Cancelled
SUB-000924,1006,Professional ,Monthly,12/16/2025,,153.87 USD,10.0%,Active
SUB-000925,194,free, Quarterly ,08-12-2025,06-07-2026,0.00,15.0%, Expired
SUB-000926,912, Business,monthly,07/08/2025,,284.63, 5% ,active
SUB-000927,510,Professional , Quarterly,11-12-2025,,156.62,15 %,Active 
SUB-000928,602,PROFESSIONAL, Monthly ,03/26/2025,,$149.14,,ACTIVE
SUB-000929,834,Professional , Quarterly,01/03/2025,09-04-2025,$163, 20% ,Paused
SUB-000930,293, Business , Monthly,04/08/2025,"Apr 04, 2026",314.39 USD, 15% , Cancelled 
SUB-000931,45,professional,Annual,21/04/2025,,$153,10%,ACTIVE
SUB-000932,896,business,ANNUAL,10-07-2025,23-10-2025,$337,5%,PAUSED
SUB-000933,707,ENTERPRISE,Annual,"Oct 18, 2025",,794.43,5%, Active
SUB-000934,50,STARTER, Annual,"Nov 09, 2025",,USD 46.79,0.0%,active
SUB-000935,396,PROFESSIONAL,Annual,21 Mar 2025,05-09-2025,156.75,20 %, Cancelled 
SUB-000936,912,Free , Monthly,28/07/2025,,$0.00,5%,Active
SUB-000937,284,BUSINESS,Monthly ,01/14/2025,05/11/2025,301.92, 0% ,Expired 
SUB-000938,417,Starter,Monthly ,05/08/2025,18 Mar 2026,$50,20 %, Expired
SUB-000939,1483,BUSINESS, Monthly ,24 Dec 2025,,340.83, 0% , Active
SUB-000940,1228, Starter ,Annual,2025-07-09,25/05/2026,53.08 USD, 10% ,Paused 
SUB-000941,757, Business ,Monthly,2025-10-16,2025-12-10,277.37, 10% , Paused
SUB-000942,225,Professional,annual,"Dec 20, 2025",22 Oct 2026,$142,0%,EXPIRED
SUB-000943,523,Professional,MONTHLY,25-05-2025,,170.44, 5% ,Active
SUB-000944,1408,STARTER,Quarterly ,08 Apr 2025,,53.00 USD,0 %,ACTIVE
SUB-000945,939, Starter ,Annual,2025-01-26,,55.31, 20% , Active
SUB-000946,578,Professional,Quarterly ,2025-08-19,,145.42 USD,0 %, Active 
SUB-000947,211, Professional ,Annual,27-09-2025,2026-07-01,$161.73, 5% ,Cancelled 
SUB-000948,798,Professional , Annual,05-08-2025,,160.70, 20% ,Active 
SUB-000949,1460, Professional,Annual,12 Apr 2025,,145.08,0%,ACTIVE
SUB-000950,1099,Starter,Monthly ,05/11/2025,,50.85, 20% , Active
SUB-000951,1446,starter,Quarterly ,07 May 2025,,$52,5.0%,ACTIVE
SUB-000952,327,PROFESSIONAL,Annual ,2025-03-14,,$152.02, 15% ,Active 
SUB-000953,549,Enterprise,quarterly,2025-10-08,,884.33 USD,,active
SUB-000954,323, Enterprise,Quarterly ,"Apr 02, 2025",,USD 885.47,15.0%,ACTIVE
SUB-000955,649,free,Quarterly ,12/30/2025,,0.00,10 %,Active
SUB-000956,489,Free , Annual,28/08/2025,28 Jun 2026,$0.00,0 %,expired
SUB-000957,1138, Business ,Monthly,2025-09-05,"May 26, 2026",305.58,15.0%,CANCELLED
SUB-000958,263,professional,Quarterly,"Dec 01, 2025",,$148.31,15%, Active
SUB-000959,170,starter,MONTHLY,14 Mar 2025,06/24/2025,54.28,10.0%, Cancelled 
SUB-000960,107,Starter,Annual ,05 Sep 2025,02-06-2026,$50.10,15 %,Expired
SUB-000961,771, Professional, Annual,11-08-2025,,143.28,15%,Active 
SUB-000962,1249,BUSINESS,Quarterly,2025-09-26,"Mar 22, 2026",USD 307.02, 5% ,expired
SUB-000963,331,enterprise, Quarterly,"Mar 12, 2025",14/10/2025,USD 747.43,15.0%,paused
SUB-000964,181,Professional,QUARTERLY,05 May 2025,01/24/2026,159.86,0.0%, Paused
SUB-000965,103,Business,QUARTERLY,2025-09-10,07 Dec 2025,USD 294.21,20%,Cancelled
SUB-000966,142,Professional,monthly,03-08-2025,,143.81,20.0%, Active 
SUB-000967,536,business,quarterly,11/03/2025,,340.60,20.0%,ACTIVE
SUB-000968,1008, Business, Annual,"Apr 06, 2025",,$327.17, 20% , Active
SUB-000969,497, Enterprise ,annual,16/09/2025,2026-03-10,876.32 USD,15%, Paused
SUB-000970,1419,Starter ,annual,07/28/2025,,51.74, 5% ,ACTIVE
SUB-000971,1213,Enterprise,Annual,13 Sep 2025,14 Oct 2025,USD 886.72,10.0%,Cancelled
SUB-000972,1119,Professional,MONTHLY,2025-02-14,,$162,15%,Active 
SUB-000973,693,starter, Monthly ,2025-09-11,09 Sep 2026,USD 51.43,15.0%,expired
SUB-000974,656,Business,Annual,2025-04-22,,$340.94,5%,Active 
SUB-000975,108, Professional,Annual ,2025-10-29,,USD 141.24,20%,ACTIVE
SUB-000976,1089,ENTERPRISE, Monthly ,09/27/2025,,$907.54, 5% ,Active 
SUB-000977,1230,Business,ANNUAL,16 Dec 2025,,299.11 USD,5 %, Active
SUB-000978,870,Free ,Quarterly,21/07/2025,,0.00 USD,0 %,Active 
SUB-000979,137,Starter,ANNUAL,05 Jun 2025,24/02/2026,$45.60,10%,Cancelled
SUB-000980,715,Professional , Monthly,12-12-2025,15/01/2026,$154,5 %,Cancelled 
SUB-000981,1032, Starter ,MONTHLY,18/02/2025,,USD 51.59,0 %,Active 
SUB-000982,477, Professional, Quarterly,02-07-2025,,171.26,0%,Active 
SUB-000983,1015, Professional,monthly,03-12-2025,,$170, 5% ,Active
SUB-000984,180,business,Quarterly ,24/11/2025,,341.34 USD,15 %, Active
SUB-000985,891, Professional, Annual ,21-09-2025,,$147.08,5 %,ACTIVE
SUB-000986,347,Starter, Annual,11/05/2025,"Oct 12, 2026",$56,,CANCELLED
SUB-000987,1159, Professional, Monthly,15/06/2025,,151.07, 15% ,Active 
SUB-000988,1016, Professional ,Monthly ,2025-10-09,05/16/2026,$165.83,20%, Expired 
SUB-000989,596, Starter,Quarterly ,"Feb 25, 2025",11/09/2025,$47,15%,expired
SUB-000990,1209,Enterprise ,Quarterly ,22-07-2025,,$820.14,0%,ACTIVE
SUB-000991,1077,Professional, Monthly ,"Nov 30, 2025",,170.08 USD, 0% ,ACTIVE
SUB-000992,1218,BUSINESS, Monthly ,25-09-2025,2026-07-03,USD 339.89,20.0%, Paused 
SUB-000993,35, Business ,annual,04/11/2025,,USD 320.21,0%,Active
SUB-000994,1319,Professional ,Annual,19-01-2025,,USD 163.82, 5% ,active
SUB-000995,372, Starter ,Monthly ,2025-07-28,,46.26,0.0%,Active
SUB-000996,28,BUSINESS,quarterly,24-11-2025,,USD 323.04,5 %,active
SUB-000997,532, Business , Annual ,08/20/2025,,$315.30, 15% , Active
SUB-000998,1414,FREE, Annual,22 May 2025,,0.00, 20% ,Active
SUB-000999,1476,PROFESSIONAL,QUARTERLY,17/04/2025,,138.32, 10% , Active 
SUB-001000,135,STARTER,Annual ,08/08/2025,09 Apr 2026,USD 45.43, 20% ,Expired 
SUB-001001,407,Business , Annual,28 Apr 2025,28/04/2026,323.25,10 %,cancelled
SUB-001002,890,Enterprise, Quarterly ,23-09-2025,,747.41, 5% ,Active 
SUB-001003,965, Free , Annual,"Nov 08, 2025",,$0,5.0%, Active 
SUB-001004,1329,Starter,MONTHLY,2025-08-09,09 Jun 2026,48.47, 10% ,Paused
SUB-001005,740, Enterprise, Monthly,02/11/2025,,USD 829.06,10%,Active
SUB-001006,938, Starter , Monthly,05-11-2025,28/12/2025,USD 52.75,20 %,cancelled
SUB-001007,1209,Starter ,Annual,2025-06-26,26-11-2025,52.49 USD, 0% ,Cancelled 
SUB-001008,720,STARTER,MONTHLY,2025-12-13,,USD 50.42,0.0%,Active 
SUB-001009,193,Starter ,QUARTERLY,27 Apr 2025,19 Jan 2026,USD 49.79,5.0%,expired
SUB-001010,1007,Professional,quarterly,07/04/2025,,USD 148.92, 0% ,Active 
SUB-001011,60,STARTER,monthly,"Jul 25, 2025",,54.66,15 %,active
SUB-001012,1368,starter,Annual ,27/01/2025,,$48, 15% ,ACTIVE
SUB-001013,600,Starter,Monthly ,13 May 2025,,$47.28,15.0%,ACTIVE
SUB-001014,193,FREE, Annual ,05/06/2025,,USD 0.00,10 %, Active 
SUB-001015,65,Enterprise, Quarterly,11-03-2025,,790.96 USD,20.0%, Active
SUB-001016,513, Professional, Monthly ,14 Feb 2025,23 Sep 2025,165.65 USD,15 %,CANCELLED
SUB-001017,208,Starter,Quarterly ,15 Jan 2025,,48.12,20 %,active
SUB-001018,29,Professional , Monthly,06/08/2025,,$160.25,0.0%,Active 
SUB-001019,1225,STARTER,Monthly,12 Aug 2025,02/17/2026,USD 44.65,0.0%,cancelled
SUB-001020,1387,business,quarterly,08/14/2025,,297.92 USD,0%,ACTIVE
SUB-001021,1029,Starter,monthly,12/03/2025,,$48,5.0%, Active
SUB-001022,610,Professional,annual,03/16/2025,,164.52 USD,5 %,ACTIVE
SUB-001023,760,Professional, Quarterly ,04/05/2025,,170.12,0%, Active 
SUB-001024,585, Professional ,MONTHLY,13/02/2025,,151.27, 5% ,active
SUB-001025,174, Business,Annual,01 Dec 2025,04 Sep 2026,$330.76, 20% ,Expired
SUB-001026,836,starter, Annual,02/28/2025,2026-02-02,52.67,15.0%,paused
SUB-001027,1043, Starter ,Quarterly ,14-03-2025,10/05/2025,$56,0.0%,cancelled
SUB-001028,201,PROFESSIONAL, Monthly,23/07/2025,,USD 164.31,0 %, Active
