transaction_id,user_id,transaction_date,amount,payment_type,transaction_type,source_system
Q3-TX-000711,917,24-09-2025,-216.38, PayPal,Refund ,Legacy Billing
Q3-TX-000712,38,08/14/2025,$51,Bank Transfer , Add-on ,Legacy Billing
Q3-TX-000713,547,14/09/2025,USD 24.38,CREDIT CARD, Subscription,Legacy Billing
Q3-TX-000714,255,2025-09-27,USD 380.41, Credit Card , Add-on,Legacy Billing
Q3-TX-000715,713,2025-08-29,USD 77.62,BANK TRANSFER,Upgrade ,Legacy Billing
Q3-TX-000716,1312,08 Sep 2025,-230.03 USD,Bank Transfer ,Refund,Legacy Billing
Q3-TX-000717,1332,12 Jul 2025,383.38,Credit Card,Add-on,Legacy Billing
Q3-TX-000718,369,25-07-2025,$-233.32,PayPal,Refund ,Legacy Billing
Q3-TX-000719,1479,28 Sep 2025,124.55, Bank Transfer , Upgrade ,Legacy Billing
Q3-TX-000720,120,10 Jul 2025,220.08,PayPal,Add-on,Legacy Billing
Q3-TX-000721,763,2025-07-22,$-136,CREDIT CARD, Refund,Legacy Billing
Q3-TX-000722,23,07-08-2025,$-165.18, Credit Card,refund,Legacy Billing
Q3-TX-000723,221,27 Aug 2025,-62.59,PAYPAL,refund,Legacy Billing
Q3-TX-000724,1186,09/09/2025,USD 25.34, Bank Transfer,Subscription ,Legacy Billing
Q3-TX-000725,776,2025-08-02,$157,credit card,Subscription,Legacy Billing
Q3-TX-000726,955,08/09/2025,86.13, Credit Card ,upgrade,Legacy Billing
Q3-TX-000727,913,"Sep 30, 2025",291.66,PayPal, Upgrade ,Legacy Billing
Q3-TX-000728,121,29 Aug 2025,$213, Debit Card , Subscription ,Legacy Billing
Q3-TX-000729,1045,19-09-2025,165.60, Bank Transfer,Upgrade,Legacy Billing
Q3-TX-000730,528,07-07-2025,USD -563.82,bank transfer, Refund ,Legacy Billing
Q3-TX-000731,992,"Jul 29, 2025",-259.34, Debit Card, Refund,Legacy Billing
Q3-TX-000732,900018,31/08/2025,238.51 USD, Debit Card,upgrade,Legacy Billing
Q3-TX-000733,347,18-07-2025,463.98,PAYPAL, Subscription,Legacy Billing
Q3-TX-000734,200,17/08/2025,107.06,paypal, Add-on,Legacy Billing
Q3-TX-000735,984,24 Aug 2025,$147.08, Credit Card,SUBSCRIPTION,Legacy Billing
Q3-TX-000736,968,09/23/2025,$-97,BANK TRANSFER,Refund,Legacy Billing
Q3-TX-000737,129,06/07/2025,-210.28, Debit Card,Refund ,Legacy Billing
Q3-TX-000738,527,05 Jul 2025,$-663,Credit Card,Refund,Legacy Billing
Q3-TX-000739,830,"Jul 18, 2025",$148.30,Debit Card , Upgrade,Legacy Billing
Q3-TX-000740,827,2025-07-17,-194.73,DEBIT CARD, Refund ,Legacy Billing
Q3-TX-000741,664,27-09-2025,76.96 USD,Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-000742,27,17 Sep 2025,385.21,PayPal,Subscription,Legacy Billing
Q3-TX-000743,1414,09/23/2025,$517.25, Debit Card, Add-on ,Legacy Billing
Q3-TX-000744,686,"Sep 28, 2025",150.53 USD,DEBIT CARD,add-on,Legacy Billing
Q3-TX-000745,741,17-09-2025,787.44 USD, PayPal,ADD-ON,Legacy Billing
Q3-TX-000746,8,05/09/2025,47.22,Credit Card,Upgrade,Legacy Billing
Q3-TX-000747,498,09/24/2025,USD -182.25,PAYPAL,REFUND,Legacy Billing
Q3-TX-000748,1486,04 Sep 2025,USD 147.82,debit card, Upgrade,Legacy Billing
Q3-TX-000749,736,16 Jul 2025,221.28 USD, PayPal,SUBSCRIPTION,Legacy Billing
Q3-TX-000750,243,29-08-2025,USD 345.00, Debit Card ,Add-on ,Legacy Billing
Q3-TX-000751,955,2025-08-08,498.03 USD, Credit Card , Subscription ,Legacy Billing
Q3-TX-000752,680,18 Aug 2025,131.78,debit card,ADD-ON,Legacy Billing
Q3-TX-000753,1459,15/08/2025,$264, Bank Transfer ,add-on,Legacy Billing
Q3-TX-000754,1210,28/07/2025,USD -241.41, Bank Transfer ,Refund,Legacy Billing
Q3-TX-000755,974,2025-09-04,374.15,debit card,ADD-ON,Legacy Billing
Q3-TX-000756,1103,09/13/2025,$162.16,debit card,Add-on ,Legacy Billing
Q3-TX-000757,52,03-07-2025,USD 126.31, Credit Card, Add-on ,Legacy Billing
Q3-TX-000758,852,"Sep 19, 2025",139.39,PAYPAL,upgrade,Legacy Billing
Q3-TX-000759,1472,2025-08-09,316.86 USD, Credit Card, Subscription ,Legacy Billing
Q3-TX-000760,375,"Jul 09, 2025",$59, PayPal,add-on,Legacy Billing
Q3-TX-000761,847,13-08-2025,143.39,BANK TRANSFER,Subscription,Legacy Billing
Q3-TX-000762,577,27-07-2025,USD 197.63,Bank Transfer ,Upgrade,Legacy Billing
Q3-TX-000763,1446,10 Sep 2025,258.96, PayPal, Upgrade ,Legacy Billing
Q3-TX-000764,1424,2025-09-02,252.06 USD, Credit Card,Subscription,Legacy Billing
Q3-TX-000765,192,07/18/2025,,PayPal , Subscription ,Legacy Billing
Q3-TX-000766,1009,07/02/2025,$75,Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-000767,191,07/08/2025,$275.01, PayPal,upgrade,Legacy Billing
Q3-TX-000768,714,17/08/2025,133.70, Debit Card,upgrade,Legacy Billing
Q3-TX-000769,1138,09/30/2025,194.84,Bank Transfer ,Upgrade,Legacy Billing
Q3-TX-000770,1179,10/08/2025,110.56, Credit Card , Upgrade,Legacy Billing
Q3-TX-000771,548,25/08/2025,USD 109.08,BANK TRANSFER,ADD-ON,Legacy Billing
Q3-TX-000772,28,14/08/2025,296.42,debit card,Subscription,Legacy Billing
Q3-TX-000773,794,17/08/2025,228.39, Debit Card, Subscription ,Legacy Billing
Q3-TX-000774,1469,27-07-2025,$175.64, Credit Card, Upgrade ,Legacy Billing
Q3-TX-000775,134,17-07-2025,$207, Debit Card ,upgrade,Legacy Billing
Q3-TX-000776,479,15 Jul 2025,USD 148.40,Credit Card,Subscription,Legacy Billing
Q3-TX-000777,102,18/07/2025,-215.05 USD,PayPal, Refund,Legacy Billing
Q3-TX-000778,1349,26 Jul 2025,USD -171.35, PayPal,refund,Legacy Billing
Q3-TX-000779,852,07 Jul 2025,503.83,DEBIT CARD,Add-on ,Legacy Billing
Q3-TX-000780,1474,2025-07-23,$143,Debit Card,Upgrade,Legacy Billing
Q3-TX-000781,859,"Sep 20, 2025",$-117.34,credit card,refund,Legacy Billing
Q3-TX-000782,1239,13/08/2025,404.20,CREDIT CARD,Add-on,Legacy Billing
Q3-TX-000783,978,15/07/2025,$178.47, Debit Card,Upgrade,Legacy Billing
Q3-TX-000784,950,09-07-2025,424.54 USD, PayPal,add-on,Legacy Billing
Q3-TX-000785,1499,07/13/2025,$301,PayPal,Subscription ,Legacy Billing
Q3-TX-000786,147,09/17/2025,$-107,Bank Transfer, Refund,Legacy Billing
Q3-TX-000787,1470,10-07-2025,$-219.72, Credit Card , Refund,Legacy Billing
Q3-TX-000788,689,"Aug 08, 2025",$86,Credit Card, Upgrade,Legacy Billing
Q3-TX-000789,373,10-08-2025,480.96, Bank Transfer,Subscription ,Legacy Billing
Q3-TX-000790,77,08 Sep 2025,116.58, Credit Card,Upgrade ,Legacy Billing
Q3-TX-000791,1295,"Jul 27, 2025",$22,bank transfer,UPGRADE,Legacy Billing
Q3-TX-000792,1464,09/18/2025,$-96.99,Bank Transfer ,refund,Legacy Billing
Q3-TX-000793,288,27-07-2025,$-543.75,paypal, Refund ,Legacy Billing
Q3-TX-000794,524,26-08-2025,267.01, Debit Card,Subscription,Legacy Billing
Q3-TX-000795,954,07/08/2025,USD 218.97, Credit Card , Upgrade ,Legacy Billing
Q3-TX-000796,1356,23 Aug 2025,$-52.87, PayPal ,Refund ,Legacy Billing
Q3-TX-000797,1126,07/07/2025,-569.12,Bank Transfer , Refund,Legacy Billing
Q3-TX-000798,364,"Sep 20, 2025",$442.58,Debit Card ,SUBSCRIPTION,Legacy Billing
Q3-TX-000799,722,09/11/2025,USD -96.28,PAYPAL,Refund ,Legacy Billing
Q3-TX-000800,1272,27/09/2025,$50, Credit Card ,Subscription ,Legacy Billing
Q3-TX-000801,742,22-08-2025,334.41,bank transfer,ADD-ON,Legacy Billing
Q3-TX-000802,1026,19 Jul 2025,-382.02 USD,credit card,Refund,Legacy Billing
Q3-TX-000803,491,10 Sep 2025,$-274.94, Credit Card,REFUND,Legacy Billing
Q3-TX-000804,783,27 Sep 2025,-438.63 USD,PAYPAL,refund,Legacy Billing
Q3-TX-000805,947,09-07-2025,247.38,Debit Card,Add-on ,Legacy Billing
Q3-TX-000806,1301,"Aug 21, 2025",133.65,Bank Transfer ,add-on,Legacy Billing
Q3-TX-000807,1006,14-08-2025,-461.40 USD,debit card, Refund ,Legacy Billing
Q3-TX-000808,594,07/01/2025,$-130, Credit Card,Refund,Legacy Billing
Q3-TX-000809,146,"Aug 02, 2025",-208.45, Bank Transfer ,Refund,Legacy Billing
Q3-TX-000810,607,27-09-2025,$270,Credit Card, Add-on ,Legacy Billing
Q3-TX-000811,1387,29/09/2025,USD 196.88, PayPal , Upgrade,Legacy Billing
Q3-TX-000812,608,"Aug 12, 2025",493.29, Credit Card ,ADD-ON,Legacy Billing
Q3-TX-000813,658,09/05/2025,USD -415.34,DEBIT CARD,refund,Legacy Billing
Q3-TX-000814,258,07/23/2025,$-135,Debit Card ,REFUND,Legacy Billing
Q3-TX-000815,53,08/30/2025,491.32,paypal,upgrade,Legacy Billing
Q3-TX-000816,1272,08/30/2025,$-50,DEBIT CARD,Refund ,Legacy Billing
Q3-TX-000817,624,03/09/2025,USD 48.14, Debit Card, Add-on ,Legacy Billing
Q3-TX-000818,670,05/08/2025,$896.53,BANK TRANSFER, Upgrade ,Legacy Billing
Q3-TX-000819,431,"Aug 05, 2025",USD 415.11,Bank Transfer ,Subscription ,Legacy Billing
Q3-TX-000820,1268,19 Aug 2025,90.93, PayPal,Upgrade,Legacy Billing
Q3-TX-000821,512,07-07-2025,USD -177.21, Bank Transfer ,Refund ,Legacy Billing
Q3-TX-000822,1118,01-09-2025,177.30 USD,PAYPAL,Upgrade ,Legacy Billing
Q3-TX-000823,215,24 Jul 2025,$-373,Debit Card , Refund,Legacy Billing
Q3-TX-000824,1059,"Sep 19, 2025",316.63, Bank Transfer , Add-on,Legacy Billing
Q3-TX-000825,268,31/07/2025,472.53 USD, Bank Transfer , Subscription ,Legacy Billing
Q3-TX-000826,1017,08/01/2025,$-126,Bank Transfer ,Refund,Legacy Billing
Q3-TX-000827,1228,19/08/2025,$389.49,Credit Card, Add-on ,Legacy Billing
Q3-TX-000828,849,17/08/2025,$-116,paypal, Refund,Legacy Billing
Q3-TX-000829,470,07/23/2025,273.10,Debit Card ,Add-on ,Legacy Billing
Q3-TX-000830,711,"Jul 24, 2025",274.01,CREDIT CARD, Add-on,Legacy Billing
Q3-TX-000831,68,31 Aug 2025,196.63, Debit Card ,Upgrade,Legacy Billing
Q3-TX-000832,1156,09/23/2025,$115, PayPal , Upgrade,Legacy Billing
Q3-TX-000833,293,2025-08-13,USD 292.78, Credit Card , Subscription,Legacy Billing
Q3-TX-000834,796,"Jul 10, 2025",$383.70,Debit Card,SUBSCRIPTION,Legacy Billing
Q3-TX-000835,633,13 Sep 2025,$734.34,PayPal ,Add-on ,Legacy Billing
Q3-TX-000836,837,16-08-2025,-203.34,debit card, Refund ,Legacy Billing
Q3-TX-000837,342,28/09/2025,181.30,Bank Transfer ,Subscription ,Legacy Billing
Q3-TX-000838,1289,2025-08-22,$-478.09, Debit Card , Refund ,Legacy Billing
Q3-TX-000839,414,17-07-2025,USD 459.61,Debit Card,ADD-ON,Legacy Billing
Q3-TX-000840,1397,07/05/2025,65.68,Debit Card ,upgrade,Legacy Billing
Q3-TX-000841,809,"Jul 31, 2025",-393.04,BANK TRANSFER, Refund ,Legacy Billing
Q3-TX-000842,634,30/08/2025,362.16,CREDIT CARD,Add-on,Legacy Billing
Q3-TX-000843,983,24/08/2025,190.54,Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-000844,657,12 Jul 2025,247.88, PayPal,Upgrade,Legacy Billing
Q3-TX-000845,219,"Jul 19, 2025",70.19 USD, Debit Card ,upgrade,Legacy Billing
Q3-TX-000846,1106,24/08/2025,-384.11, PayPal ,Refund ,Legacy Billing
Q3-TX-000847,50,01-08-2025,$-337,bank transfer,refund,Legacy Billing
Q3-TX-000848,1139,"Aug 07, 2025",$500.65, Bank Transfer,Add-on ,Legacy Billing
Q3-TX-000849,1462,23 Sep 2025,USD -125.76,CREDIT CARD,Refund ,Legacy Billing
Q3-TX-000850,515,18-08-2025,USD 142.03,Credit Card, Add-on ,Legacy Billing
Q3-TX-000851,1250,29-08-2025,-198.42 USD,Debit Card,refund,Legacy Billing
Q3-TX-000852,1224,05 Jul 2025,USD 57.66,Bank Transfer,Add-on,Legacy Billing
Q3-TX-000853,55,"Aug 07, 2025",$165,debit card,Upgrade ,Legacy Billing
Q3-TX-000854,1298,2025-07-22,$-468, Credit Card ,Refund ,Legacy Billing
Q3-TX-000855,707,2025-08-17,USD 287.59,PayPal , Upgrade,Legacy Billing
Q3-TX-000856,1468,08/07/2025,$59.87, Debit Card, Subscription ,Legacy Billing
Q3-TX-000857,898,28 Sep 2025,$131,debit card, Upgrade ,Legacy Billing
Q3-TX-000858,223,"Jul 28, 2025",$124, PayPal, Upgrade,Legacy Billing
Q3-TX-000859,769,11 Sep 2025,567.59 USD,PAYPAL,add-on,Legacy Billing
Q3-TX-000860,559,12/08/2025,$314.64, PayPal,Add-on ,Legacy Billing
Q3-TX-000861,488,04 Aug 2025,$-469.02,DEBIT CARD, Refund ,Legacy Billing
Q3-TX-000862,327,09/23/2025,$44,Debit Card ,upgrade,Legacy Billing
Q3-TX-000863,1455,23/07/2025,USD -206.92,Debit Card,refund,Legacy Billing
Q3-TX-000864,769,07/26/2025,$123, PayPal,ADD-ON,Legacy Billing
Q3-TX-000865,1380,2025-09-12,$140,PAYPAL,ADD-ON,Legacy Billing
Q3-TX-000866,854,2025-08-16,172.86 USD,PayPal ,ADD-ON,Legacy Billing
Q3-TX-000867,406,"Aug 07, 2025",USD 185.79, Bank Transfer ,Subscription,Legacy Billing
Q3-TX-000868,1479,22 Aug 2025,165.81,PayPal, Subscription ,Legacy Billing
Q3-TX-000869,929,07/13/2025,$73.64,BANK TRANSFER, Upgrade,Legacy Billing
Q3-TX-000870,447,"Sep 05, 2025",575.28,bank transfer,subscription,Legacy Billing
Q3-TX-000871,934,2025-09-16,232.39,CREDIT CARD,ADD-ON,Legacy Billing
Q3-TX-000872,831,"Jul 02, 2025",$686.84,PayPal,Add-on ,Legacy Billing
Q3-TX-000873,689,2025-07-12,448.87 USD,bank transfer,Subscription,Legacy Billing
Q3-TX-000874,596,17-09-2025,143.82, PayPal , Subscription ,Legacy Billing
Q3-TX-000875,513,21-09-2025,447.32 USD,Credit Card , Subscription ,Legacy Billing
Q3-TX-000876,668,22-08-2025,$83.10, Bank Transfer ,ADD-ON,Legacy Billing
Q3-TX-000877,418,23-09-2025,-144.96,PayPal,REFUND,Legacy Billing
Q3-TX-000878,474,08/18/2025,178.65 USD, Debit Card , Upgrade,Legacy Billing
Q3-TX-000879,1490,2025-08-22,$-218,bank transfer,Refund ,Legacy Billing
Q3-TX-000880,581,01 Jul 2025,150.81,credit card,UPGRADE,Legacy Billing
Q3-TX-000881,780,27 Sep 2025,199.22, Credit Card ,ADD-ON,Legacy Billing
Q3-TX-000882,1221,21 Sep 2025,$-265,BANK TRANSFER,REFUND,Legacy Billing
Q3-TX-000883,722,"Jul 22, 2025",USD 206.06,bank transfer, Upgrade,Legacy Billing
Q3-TX-000884,1350,"Sep 28, 2025",-183.40,BANK TRANSFER,Refund,Legacy Billing
Q3-TX-000885,180,09/06/2025,409.33, Bank Transfer,ADD-ON,Legacy Billing
Q3-TX-000886,1367,2025-07-21,$442, Bank Transfer,Subscription ,Legacy Billing
Q3-TX-000887,1005,2025-09-05,USD -297.52,PayPal ,Refund,Legacy Billing
Q3-TX-000888,1067,03/09/2025,113.66 USD, PayPal , Subscription ,Legacy Billing
Q3-TX-000889,1033,06 Aug 2025,USD 84.01, Debit Card, Subscription ,Legacy Billing
Q3-TX-000890,613,07/11/2025,215.02 USD,PayPal,upgrade,Legacy Billing
Q3-TX-000891,1229,"Sep 30, 2025",133.23 USD, Debit Card , Subscription,Legacy Billing
Q3-TX-000892,536,09/07/2025,-266.74,CREDIT CARD, Refund,Legacy Billing
Q3-TX-000893,707,02 Sep 2025,99.65,PayPal , Add-on ,Legacy Billing
Q3-TX-000894,1215,"Sep 26, 2025",448.02, Bank Transfer , Subscription,Legacy Billing
Q3-TX-000895,1498,2025-08-20,$591.96, Bank Transfer,Subscription ,Legacy Billing
Q3-TX-000896,312,25/09/2025,-221.50,Credit Card,refund,Legacy Billing
Q3-TX-000897,476,"Sep 07, 2025",$178.38,Debit Card , Subscription,Legacy Billing
Q3-TX-000898,1374,07/23/2025,$633,PayPal ,ADD-ON,Legacy Billing
Q3-TX-000899,1282,26 Aug 2025,$339.34,PAYPAL, Upgrade ,Legacy Billing
Q3-TX-000900,779,2025-09-20,553.75, Credit Card,Add-on ,Legacy Billing
Q3-TX-000901,1379,22/08/2025,-214.85,Debit Card, Refund ,Legacy Billing
Q3-TX-000902,762,09/21/2025,$-115.92,Credit Card,REFUND,Legacy Billing
Q3-TX-000903,1339,2025-08-08,USD 222.50,CREDIT CARD,Subscription ,Legacy Billing
Q3-TX-000904,423,"Sep 22, 2025",USD 410.31, Bank Transfer, Subscription ,Legacy Billing
Q3-TX-000905,985,06/07/2025,USD 334.50,Bank Transfer,Add-on,Legacy Billing
Q3-TX-000906,687,07/14/2025,193.46 USD,DEBIT CARD,UPGRADE,Legacy Billing
Q3-TX-000907,708,2025-07-01,$-88, Debit Card,REFUND,Legacy Billing
Q3-TX-000908,877,07/26/2025,USD 181.29,Debit Card ,Upgrade ,Legacy Billing
Q3-TX-000909,938,08/04/2025,88.77 USD, Credit Card ,Upgrade,Legacy Billing
Q3-TX-000910,820,17-08-2025,628.73 USD,DEBIT CARD, Add-on,Legacy Billing
Q3-TX-000911,194,18/07/2025,32.43,PayPal,ADD-ON,Legacy Billing
Q3-TX-000912,889,2025-09-16,-125.75 USD,credit card, Refund ,Legacy Billing
Q3-TX-000913,954,29 Aug 2025,178.43,PayPal,Add-on,Legacy Billing
Q3-TX-000914,337,"Jul 07, 2025",$322,PAYPAL, Subscription ,Legacy Billing
Q3-TX-000915,1261,07/08/2025,$259,DEBIT CARD,subscription,Legacy Billing
Q3-TX-000916,1330,19-09-2025,$-49.55,paypal,refund,Legacy Billing
Q3-TX-000917,807,02-08-2025,$-138, Credit Card,Refund,Legacy Billing
Q3-TX-000918,571,04 Jul 2025,$-163.21, Debit Card,REFUND,Legacy Billing
Q3-TX-000919,513,23-08-2025,$164.23, Debit Card , Upgrade,Legacy Billing
Q3-TX-000920,1454,08/24/2025,$249.04,Debit Card , Upgrade,Legacy Billing
Q3-TX-000921,290,"Sep 20, 2025",USD 486.53,PayPal, Upgrade ,Legacy Billing
Q3-TX-000922,1343,31/08/2025,-68.99,Bank Transfer,refund,Legacy Billing
Q3-TX-000923,817,2025-07-11,-241.69,Bank Transfer ,Refund ,Legacy Billing
Q3-TX-000924,513,16/09/2025,,Credit Card, Add-on,Legacy Billing
Q3-TX-000925,1463,"Aug 22, 2025",$380.13,bank transfer,Subscription ,Legacy Billing
Q3-TX-000926,991,2025-08-10,USD 289.43,PayPal, Add-on ,Legacy Billing
Q3-TX-000927,92,2025-07-16,USD 51.27,DEBIT CARD,Subscription ,Legacy Billing
Q3-TX-000928,176,"Jul 29, 2025",$363.17, Debit Card ,Upgrade ,Legacy Billing
Q3-TX-000929,1073,"Aug 19, 2025",236.64,Bank Transfer ,subscription,Legacy Billing
Q3-TX-000930,140,2025-07-16,56.84, Bank Transfer, Subscription ,Legacy Billing
Q3-TX-000931,315,2025-09-04,-199.57,PAYPAL,REFUND,Legacy Billing
Q3-TX-000932,744,18/07/2025,$288, Credit Card, Add-on ,Legacy Billing
Q3-TX-000933,875,2025-09-18,967.37 USD, PayPal,Upgrade,Legacy Billing
Q3-TX-000934,1230,2025-08-03,96.35 USD,debit card, Upgrade ,Legacy Billing
Q3-TX-000935,603,2025-09-17,44.78,Credit Card , Add-on ,Legacy Billing
Q3-TX-000936,12,08/07/2025,$138.31, Credit Card , Upgrade,Legacy Billing
Q3-TX-000937,351,09/11/2025,$259,DEBIT CARD,ADD-ON,Legacy Billing
Q3-TX-000938,1071,07/15/2025,-260.31,CREDIT CARD,Refund ,Legacy Billing
Q3-TX-000939,1070,13-08-2025,218.68,PayPal , Add-on ,Legacy Billing
Q3-TX-000940,1052,07/10/2025,$213,PayPal,UPGRADE,Legacy Billing
Q3-TX-000941,1061,09/24/2025,191.19 USD,Credit Card , Upgrade,Legacy Billing
Q3-TX-000942,401,08/07/2025,$-180,Bank Transfer , Refund ,Legacy Billing
Q3-TX-000943,873,07/14/2025,-505.63 USD,PayPal , Refund ,Legacy Billing
Q3-TX-000944,497,2025-07-25,108.12 USD,PayPal, Add-on ,Legacy Billing
Q3-TX-000945,1302,"Jul 02, 2025",$-150,Credit Card,Refund,Legacy Billing
Q3-TX-000946,1485,2025-09-14,68.02,CREDIT CARD,Subscription,Legacy Billing
Q3-TX-000947,1246,26 Jul 2025,269.86, Debit Card,Add-on ,Legacy Billing
Q3-TX-000948,84,29-09-2025,$402.08,bank transfer, Subscription,Legacy Billing
Q3-TX-000949,826,2025-08-19,-224.32,Credit Card ,refund,Legacy Billing
Q3-TX-000950,45,08/08/2025,USD 522.44,paypal,SUBSCRIPTION,Legacy Billing
Q3-TX-000951,1394,17 Jul 2025,USD 198.43,paypal,add-on,Legacy Billing
Q3-TX-000952,1119,02/08/2025,$66, Debit Card,Add-on,Legacy Billing
Q3-TX-000953,745,23-08-2025,$304.13,CREDIT CARD,Add-on ,Legacy Billing
Q3-TX-000954,648,05 Sep 2025,$44,PayPal,Upgrade ,Legacy Billing
Q3-TX-000955,261,24-09-2025,-118.17,Debit Card,REFUND,Legacy Billing
Q3-TX-000956,558,24-07-2025,184.23, Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-000957,408,2025-09-29,$111.56,Credit Card , Subscription,Legacy Billing
Q3-TX-000958,739,2025-08-28,-793.00,DEBIT CARD, Refund ,Legacy Billing
Q3-TX-000959,361,"Aug 16, 2025",USD 219.98,PayPal,Subscription ,Legacy Billing
Q3-TX-000960,719,2025-07-14,214.14 USD, PayPal , Subscription,Legacy Billing
Q3-TX-000961,1335,"Sep 15, 2025",292.16,Bank Transfer, Add-on,Legacy Billing
Q3-TX-000962,562,2025-08-27,$107, Debit Card, Upgrade ,Legacy Billing
Q3-TX-000963,850,2025-09-02,$-316,CREDIT CARD, Refund,Legacy Billing
Q3-TX-000964,996,31-07-2025,$362,PayPal, Add-on ,Legacy Billing
Q3-TX-000965,1330,08/20/2025,296.76, Credit Card ,Upgrade ,Legacy Billing
Q3-TX-000966,1344,02/09/2025,USD 819.82,CREDIT CARD,add-on,Legacy Billing
Q3-TX-000967,263,21-08-2025,141.12,bank transfer,Add-on,Legacy Billing
Q3-TX-000968,1423,2025-08-17,$197,Debit Card ,subscription,Legacy Billing
Q3-TX-000969,963,"Sep 30, 2025",$-66,credit card, Refund,Legacy Billing
Q3-TX-000970,1328,08/18/2025,181.53 USD, Credit Card,ADD-ON,Legacy Billing
Q3-TX-000971,864,2025-07-29,206.93 USD, Credit Card ,UPGRADE,Legacy Billing
Q3-TX-000972,868,23-09-2025,-273.33,Debit Card,Refund,Legacy Billing
Q3-TX-000973,198,2025-09-03,-209.93,PayPal ,refund,Legacy Billing
Q3-TX-000974,952,07/08/2025,107.26 USD, Debit Card ,Upgrade,Legacy Billing
Q3-TX-000975,923,2025-08-29,USD 293.23,Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-000976,165,17 Jul 2025,$265.31,Bank Transfer,Add-on ,Legacy Billing
Q3-TX-000977,941,08/27/2025,$186,Credit Card , Subscription,Legacy Billing
Q3-TX-000978,1364,04/07/2025,-147.40 USD,CREDIT CARD, Refund ,Legacy Billing
Q3-TX-000979,350,"Sep 13, 2025",117.63 USD,Bank Transfer ,UPGRADE,Legacy Billing
Q3-TX-000980,273,"Sep 15, 2025",-473.34, Credit Card ,REFUND,Legacy Billing
Q3-TX-000981,701,04-07-2025,$350, Credit Card, Upgrade ,Legacy Billing
Q3-TX-000982,109,30-09-2025,340.94,Credit Card ,Upgrade ,Legacy Billing
Q3-TX-000983,351,24-07-2025,206.27,PAYPAL, Subscription ,Legacy Billing
Q3-TX-000984,308,06-09-2025,-394.08,CREDIT CARD, Refund ,Legacy Billing
Q3-TX-000985,1126,10-09-2025,USD -245.18,Credit Card, Refund,Legacy Billing
Q3-TX-000986,27,18/09/2025,201.11 USD,Credit Card ,Subscription ,Legacy Billing
Q3-TX-000987,1460,14-08-2025,$115, Credit Card,Upgrade ,Legacy Billing
Q3-TX-000988,1123,"Aug 23, 2025",-209.21 USD, Credit Card ,refund,Legacy Billing
Q3-TX-000989,627,07/11/2025,25.63,Bank Transfer,subscription,Legacy Billing
Q3-TX-000990,732,08/21/2025,385.46, PayPal,Upgrade,Legacy Billing
Q3-TX-000991,39,29-09-2025,USD 103.67,PayPal, Add-on ,Legacy Billing
Q3-TX-000992,1240,01/09/2025,$124.62,Debit Card,Add-on ,Legacy Billing
Q3-TX-000993,702,"Sep 10, 2025",-161.11,paypal, Refund,Legacy Billing
Q3-TX-000994,833,04-08-2025,-116.50 USD,PayPal,REFUND,Legacy Billing
Q3-TX-000995,754,19/08/2025,, Debit Card ,subscription,Legacy Billing
Q3-TX-000996,1229,29/09/2025,$422.79,PAYPAL,upgrade,Legacy Billing
Q3-TX-000997,234,31 Jul 2025,USD 438.95,Debit Card , Subscription ,Legacy Billing
Q3-TX-000998,565,08/24/2025,181.37,CREDIT CARD, Add-on ,Legacy Billing
Q3-TX-000999,1263,2025-08-15,-130.59 USD,debit card,Refund,Legacy Billing
Q3-TX-001000,72,05-08-2025,USD 405.16,PAYPAL, Subscription,Legacy Billing
Q3-TX-001001,1073,31 Aug 2025,-87.44 USD,Bank Transfer ,Refund,Legacy Billing
Q3-TX-001002,729,"Aug 13, 2025",-370.18,PayPal,Refund ,Legacy Billing
Q3-TX-001003,931,26-09-2025,-289.28 USD, PayPal ,REFUND,Legacy Billing
Q3-TX-001004,735,2025-07-18,275.26,Debit Card ,Upgrade ,Legacy Billing
Q3-TX-001005,369,23 Aug 2025,-133.86,Debit Card , Refund ,Legacy Billing
Q3-TX-001006,592,07/25/2025,348.90, Bank Transfer,upgrade,Legacy Billing
Q3-TX-001007,1293,2025-09-17,219.12, Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-001008,155,24-08-2025,USD 357.49, PayPal ,UPGRADE,Legacy Billing
Q3-TX-001009,715,2025-08-20,,bank transfer, Refund ,Legacy Billing
Q3-TX-001010,1299,"Aug 21, 2025",USD 34.61, Bank Transfer , Upgrade,Legacy Billing
Q3-TX-001011,1134,07/02/2025,,bank transfer,refund,Legacy Billing
Q3-TX-001012,767,07/09/2025,USD 56.34, Bank Transfer,Subscription,Legacy Billing
Q3-TX-001013,74,09/07/2025,468.58,CREDIT CARD,UPGRADE,Legacy Billing
Q3-TX-001014,329,23 Sep 2025,USD 328.04,Credit Card,add-on,Legacy Billing
Q3-TX-001015,1240,07/11/2025,USD -351.56, Debit Card,refund,Legacy Billing
Q3-TX-001016,994,"Aug 15, 2025",USD 41.91,debit card,Subscription ,Legacy Billing
