transaction_id,user_id,transaction_date,amount,payment_method,transaction_type
Q1-TX-000368,1005,30/03/2025,328.71 USD,credit card,SUBSCRIPTION
Q1-TX-000369,148,02/23/2025,-903.49 USD, Credit Card,refund
Q1-TX-000370,74,15/01/2025,202.83, PayPal ,ADD-ON
Q1-TX-000371,217,29-03-2025,$387.07,CREDIT CARD,upgrade
Q1-TX-000372,253,20/01/2025,,Bank Transfer,UPGRADE
Q1-TX-000373,942,23-03-2025,672.62, Bank Transfer , Upgrade 
Q1-TX-000374,737,15/02/2025,285.92 USD,bank transfer,UPGRADE
Q1-TX-000375,732,"Feb 04, 2025",-108.17, Debit Card,refund
Q1-TX-000376,1218,"Feb 08, 2025",$84, Debit Card ,Upgrade
Q1-TX-000377,672,08/03/2025,$-75,PayPal ,Refund
Q1-TX-000378,334,26-02-2025,173.33 USD,BANK TRANSFER,Subscription 
Q1-TX-000379,307,02/15/2025,USD 93.33,PayPal, Upgrade
Q1-TX-000380,107,"Feb 27, 2025",125.86 USD, Bank Transfer , Upgrade 
Q1-TX-000381,1363,2025-02-24,$435,debit card,subscription
Q1-TX-000382,1248,2025-02-22,$486,Bank Transfer, Add-on 
Q1-TX-000383,1280,02/23/2025,-120.85 USD,Bank Transfer,REFUND
Q1-TX-000384,1348,12/02/2025,$-259,DEBIT CARD,REFUND
Q1-TX-000385,416,"Mar 17, 2025",150.68,Credit Card , Upgrade 
Q1-TX-000386,233,"Feb 25, 2025",$75, Bank Transfer , Upgrade 
Q1-TX-000387,696,03/22/2025,USD 341.19,PayPal ,Subscription 
Q1-TX-000388,1173,06 Feb 2025,-200.98, Bank Transfer ,refund
Q1-TX-000389,951,08/03/2025,153.96,Bank Transfer ,add-on
Q1-TX-000390,883,2025-03-05,$-303.41,PayPal, Refund 
Q1-TX-000391,249,03/03/2025,USD -105.79,DEBIT CARD, Refund 
Q1-TX-000392,558,31 Mar 2025,$54,Debit Card,Subscription 
Q1-TX-000393,1072,27 Feb 2025,330.25,Credit Card,Upgrade
Q1-TX-000394,1495,25 Feb 2025,-427.77, Bank Transfer , Refund 
Q1-TX-000395,69,02/14/2025,39.80,credit card,Add-on
Q1-TX-000396,1073,27-03-2025,401.46 USD,PayPal ,SUBSCRIPTION
Q1-TX-000397,1142,20 Feb 2025,$554.88,CREDIT CARD, Add-on 
Q1-TX-000398,713,31 Jan 2025,183.95 USD, Bank Transfer,SUBSCRIPTION
Q1-TX-000399,311,01/04/2025,USD 322.96,credit card,Upgrade
Q1-TX-000400,1439,02/03/2025,$208.84, Bank Transfer ,SUBSCRIPTION
Q1-TX-000401,478,23 Mar 2025,333.84, PayPal, Upgrade 
Q1-TX-000402,1028,"Feb 22, 2025",192.06,Debit Card,Upgrade 
Q1-TX-000403,1287,20 Mar 2025,-295.02 USD,DEBIT CARD,REFUND
Q1-TX-000404,900012,04-03-2025,USD -55.93,Credit Card, Refund 
Q1-TX-000405,1146,01/11/2025,120.12 USD,Credit Card, Subscription
Q1-TX-000406,727,"Mar 22, 2025",256.24,Bank Transfer,UPGRADE
Q1-TX-000407,112,20/02/2025,122.82,PayPal,Subscription
Q1-TX-000408,1450,21 Mar 2025,$215,Bank Transfer,add-on
Q1-TX-000409,628,"Mar 24, 2025",$576, Credit Card ,Add-on 
Q1-TX-000410,7,2025-02-16,58.12,DEBIT CARD,Add-on 
Q1-TX-000411,393,02/15/2025,170.35,Bank Transfer , Subscription 
Q1-TX-000412,458,17 Jan 2025,$152.96,Bank Transfer , Add-on 
Q1-TX-000413,666,01/12/2025,$358.50, PayPal , Upgrade
Q1-TX-000414,15,2025-03-26,$370,PayPal , Add-on 
Q1-TX-000415,660,"Feb 27, 2025",$403,Debit Card ,Add-on
Q1-TX-000416,870,02/20/2025,-154.04 USD, Credit Card, Refund
Q1-TX-000417,643,2025-01-25,-72.33 USD,Debit Card , Refund
Q1-TX-000418,798,24/03/2025,$158.89,Bank Transfer ,Upgrade
Q1-TX-000419,527,02/27/2025,-194.10,Bank Transfer , Refund 
Q1-TX-000420,169,17-03-2025,304.89, Credit Card,subscription
Q1-TX-000421,1436,25-03-2025,297.01,paypal,Add-on
Q1-TX-000422,591,16/03/2025,$281.82,Bank Transfer, Subscription 
Q1-TX-000423,95,15-03-2025,$-388.06,credit card, Refund 
Q1-TX-000424,1319,06/01/2025,267.06,PAYPAL,Upgrade
Q1-TX-000425,170,"Mar 20, 2025",-120.20 USD,credit card,Refund 
Q1-TX-000426,1124,"Feb 23, 2025",$249,Credit Card ,Upgrade 
Q1-TX-000427,327,"Mar 20, 2025",330.94,Credit Card, Upgrade
Q1-TX-000428,849,07 Mar 2025,USD 401.36,PayPal, Upgrade 
Q1-TX-000429,529,2025-01-28,$246,Credit Card, Upgrade 
Q1-TX-000430,263,01/07/2025,$233, Credit Card,upgrade
Q1-TX-000431,689,28/01/2025,USD 211.05,bank transfer, Add-on 
Q1-TX-000432,766,01/15/2025,$299,Credit Card,Subscription 
Q1-TX-000433,251,2025-03-10,489.74 USD, Credit Card , Upgrade 
Q1-TX-000434,927,2025-02-15,368.33 USD,BANK TRANSFER, Upgrade 
Q1-TX-000435,628,2025-01-09,USD 395.98,bank transfer,Add-on 
Q1-TX-000436,727,01/01/2025,-71.37,CREDIT CARD, Refund 
Q1-TX-000437,1370,23 Mar 2025,251.42,DEBIT CARD,ADD-ON
Q1-TX-000438,821,02/10/2025,314.45,Bank Transfer, Upgrade
Q1-TX-000439,187,22 Jan 2025,505.58 USD,Bank Transfer,Upgrade 
Q1-TX-000440,312,"Jan 13, 2025",$-190,BANK TRANSFER,Refund 
Q1-TX-000441,1002,01/29/2025,41.72 USD,CREDIT CARD,Add-on 
Q1-TX-000442,104,01/01/2025,173.88,paypal, Subscription 
Q1-TX-000443,291,"Jan 30, 2025",141.44,Credit Card , Upgrade 
Q1-TX-000444,19,01/02/2025,$93.87,Debit Card ,Subscription
Q1-TX-000445,913,19/02/2025,$147, Bank Transfer ,Add-on 
Q1-TX-000446,1115,05 Jan 2025,USD 190.07, Credit Card , Subscription
Q1-TX-000447,145,03 Feb 2025,$251.97,Debit Card, Add-on
Q1-TX-000448,49,21 Jan 2025,$257, Bank Transfer, Upgrade
Q1-TX-000449,1271,"Feb 25, 2025",$178.36,Debit Card ,Upgrade 
Q1-TX-000450,1045,25 Jan 2025,232.49,PAYPAL, Add-on 
Q1-TX-000451,887,01/12/2025,$-316.78, PayPal,Refund
Q1-TX-000452,1236,22/01/2025,$142.74, Bank Transfer ,Subscription
Q1-TX-000453,133,"Jan 20, 2025",$-53,Credit Card,Refund 
Q1-TX-000454,542,07-03-2025,181.49,PAYPAL, Add-on 
Q1-TX-000455,874,03/09/2025,230.04 USD,PAYPAL,upgrade
Q1-TX-000456,88,08-01-2025,22.99 USD,PAYPAL, Add-on 
Q1-TX-000457,1155,03/28/2025,33.07,Credit Card,upgrade
Q1-TX-000458,585,17 Feb 2025,USD 320.07,CREDIT CARD,UPGRADE
Q1-TX-000459,1272,07 Feb 2025,USD -128.91,Bank Transfer ,Refund
Q1-TX-000460,1424,2025-03-31,$264.11,PayPal,Add-on 
Q1-TX-000461,201,2025-01-27,355.32,PAYPAL, Upgrade
Q1-TX-000462,817,01/02/2025,260.76,Credit Card ,subscription
Q1-TX-000463,271,"Mar 28, 2025",USD 99.20, PayPal , Add-on
Q1-TX-000464,972,28 Jan 2025,442.52,Credit Card , Subscription
Q1-TX-000465,229,01/28/2025,USD 125.32,Credit Card,Subscription
Q1-TX-000466,1376,"Jan 06, 2025",$86, Credit Card ,ADD-ON
Q1-TX-000467,1236,22 Feb 2025,$-64,Bank Transfer , Refund
Q1-TX-000468,1021,"Feb 03, 2025",168.11,Credit Card ,SUBSCRIPTION
Q1-TX-000469,381,07 Jan 2025,$300.46, Credit Card, Add-on 
Q1-TX-000470,561,27 Jan 2025,$57.39, Credit Card, Upgrade
Q1-TX-000471,198,01/02/2025,$83,paypal, Upgrade
Q1-TX-000472,156,25-01-2025,$-227,BANK TRANSFER, Refund 
Q1-TX-000473,762,"Mar 10, 2025",328.62, Bank Transfer ,UPGRADE
Q1-TX-000474,412,2025-03-09,360.43 USD,Bank Transfer, Add-on
Q1-TX-000475,1397,17-02-2025,268.90, Debit Card ,Subscription
Q1-TX-000476,1432,02/06/2025,USD -113.30,Credit Card,Refund
Q1-TX-000477,409,05/02/2025,151.40,Credit Card , Subscription 
Q1-TX-000478,340,04-02-2025,-326.47 USD, Credit Card,refund
Q1-TX-000479,960,09-01-2025,91.07,CREDIT CARD, Add-on
Q1-TX-000480,717,02/06/2025,USD 246.09,credit card, Upgrade
Q1-TX-000481,1286,2025-02-02,$101.13,Debit Card , Upgrade 
Q1-TX-000482,288,"Feb 06, 2025",USD 296.62, Debit Card, Add-on 
Q1-TX-000483,1299,21/01/2025,187.74,Debit Card,Add-on
Q1-TX-000484,922,"Feb 09, 2025",$180.33,credit card, Upgrade 
Q1-TX-000485,638,18 Feb 2025,-91.18 USD, Credit Card, Refund
Q1-TX-000486,557,14-03-2025,72.47 USD,DEBIT CARD,subscription
Q1-TX-000487,559,08 Jan 2025,$324,Debit Card , Add-on
Q1-TX-000488,936,25 Mar 2025,$-89.22, Bank Transfer, Refund
Q1-TX-000489,1000,06 Jan 2025,$-525.54, Credit Card ,Refund
Q1-TX-000490,45,23/01/2025,111.09,PayPal,Subscription 
Q1-TX-000491,32,"Jan 11, 2025",$169, PayPal , Subscription 
Q1-TX-000492,438,02/16/2025,615.37 USD,DEBIT CARD,Upgrade 
Q1-TX-000493,26,06/02/2025,$-111, Credit Card , Refund
Q1-TX-000494,786,01/24/2025,$498, Bank Transfer, Upgrade
Q1-TX-000495,130,03/31/2025,USD -151.60,Debit Card , Refund 
Q1-TX-000496,550,"Feb 17, 2025",-635.48,bank transfer,Refund 
Q1-TX-000497,655,2025-03-11,$401,paypal, Upgrade 
Q1-TX-000498,1061,2025-02-20,USD -201.09,paypal, Refund
Q1-TX-000499,706,"Jan 25, 2025",, Debit Card,add-on
Q1-TX-000500,309,03/21/2025,-276.00, PayPal , Refund 
Q1-TX-000501,848,"Mar 03, 2025",USD 270.24,debit card,Add-on 
Q1-TX-000502,1297,2025-03-06,448.09,bank transfer, Add-on
Q1-TX-000503,1079,24/01/2025,$832, PayPal ,Add-on
Q1-TX-000504,2,28/01/2025,USD 221.05,Debit Card, Add-on
Q1-TX-000505,1319,27-03-2025,368.97,CREDIT CARD,Upgrade
Q1-TX-000506,497,19 Feb 2025,$338, Credit Card,SUBSCRIPTION
Q1-TX-000507,105,18/03/2025,$206, Credit Card,subscription
Q1-TX-000508,1451,2025-01-25,144.70,CREDIT CARD, Upgrade
Q1-TX-000509,181,19-03-2025,$285.51,paypal, Add-on
Q1-TX-000510,1106,"Feb 17, 2025",65.44 USD,paypal, Upgrade 
Q1-TX-000511,654,11 Feb 2025,-191.39,BANK TRANSFER,REFUND
Q1-TX-000512,722,11 Mar 2025,USD 223.24,DEBIT CARD,upgrade
Q1-TX-000513,925,29/01/2025,$-383.72,bank transfer,Refund 
Q1-TX-000514,676,28/01/2025,$352.34,PayPal , Add-on 
Q1-TX-000515,1184,02/17/2025,284.97,Debit Card , Subscription
Q1-TX-000516,493,"Mar 30, 2025",508.76,credit card, Subscription 
Q1-TX-000517,549,28/03/2025,257.94 USD, Debit Card,ADD-ON
Q1-TX-000518,1250,08 Mar 2025,471.16 USD, PayPal ,Subscription
Q1-TX-000519,886,19-03-2025,USD -229.06,PayPal, Refund
Q1-TX-000520,1392,22-01-2025,$52, Bank Transfer,Add-on 
Q1-TX-000521,432,03/10/2025,232.82,Bank Transfer ,ADD-ON
Q1-TX-000522,1043,01 Jan 2025,355.09,Credit Card,SUBSCRIPTION
Q1-TX-000523,311,27-03-2025,USD -416.96,bank transfer,Refund 
Q1-TX-000524,810,29 Mar 2025,$70.18,Bank Transfer , Add-on
Q1-TX-000525,467,"Feb 11, 2025",$73.68,CREDIT CARD,Add-on
Q1-TX-000526,748,01-01-2025,USD -232.90, Debit Card , Refund
Q1-TX-000527,343,01-02-2025,171.63, Bank Transfer ,Upgrade 
Q1-TX-000528,431,2025-03-18,496.03 USD,PayPal, Upgrade 
Q1-TX-000529,502,2025-02-15,USD 113.13,CREDIT CARD,Upgrade
Q1-TX-000530,1297,02/24/2025,-612.69 USD,PAYPAL,refund
Q1-TX-000531,773,01/09/2025,USD 223.38,DEBIT CARD,Add-on 
Q1-TX-000532,860,03/20/2025,USD 64.76, Bank Transfer,subscription
Q1-TX-000533,1439,2025-02-04,159.79,PAYPAL, Upgrade
Q1-TX-000534,517,2025-01-02,$65.90, Bank Transfer,upgrade
Q1-TX-000535,571,2025-02-15,71.08 USD, Credit Card ,Add-on 
Q1-TX-000536,17,02/05/2025,USD 417.95,bank transfer,UPGRADE
Q1-TX-000537,1215,01/08/2025,202.92,DEBIT CARD,Subscription 
Q1-TX-000538,218,2025-01-03,364.68, Bank Transfer,ADD-ON
Q1-TX-000539,1214,01/28/2025,USD 604.36,CREDIT CARD, Upgrade 
Q1-TX-000540,877,2025-02-28,73.91,Debit Card ,Add-on
Q1-TX-000541,191,11/03/2025,420.20, Debit Card ,UPGRADE
Q1-TX-000542,997,26 Jan 2025,192.20 USD,PayPal ,Subscription 
Q1-TX-000543,300,2025-02-16,130.23,debit card, Add-on 
Q1-TX-000544,530,"Jan 30, 2025",, Debit Card ,SUBSCRIPTION
Q1-TX-000545,1167,16-02-2025,$155,Bank Transfer,add-on
Q1-TX-000546,1079,"Mar 12, 2025",$391,DEBIT CARD, Upgrade
Q1-TX-000547,1136,17 Mar 2025,425.38,Debit Card ,subscription
Q1-TX-000548,1091,07 Jan 2025,106.52 USD,bank transfer,Upgrade 
Q1-TX-000549,1365,27-02-2025,-415.46, Debit Card, Refund
Q1-TX-000550,758,28 Jan 2025,$249,Bank Transfer, Subscription
Q1-TX-000551,952,"Jan 13, 2025",157.75,Bank Transfer,Add-on 
Q1-TX-000552,955,18-03-2025,USD 577.79,Bank Transfer,SUBSCRIPTION
Q1-TX-000553,435,01/19/2025,$281.84, PayPal,Subscription 
Q1-TX-000554,890,22-02-2025,$339,BANK TRANSFER,Subscription 
Q1-TX-000555,176,2025-02-23,178.45 USD, Bank Transfer ,Add-on 
Q1-TX-000556,1345,22-03-2025,USD 532.23,Credit Card, Upgrade 
Q1-TX-000557,178,"Feb 18, 2025",215.66 USD,credit card,UPGRADE
Q1-TX-000558,901,10-02-2025,158.14 USD,Bank Transfer , Subscription
Q1-TX-000559,1177,04 Feb 2025,$119,CREDIT CARD,Add-on 
Q1-TX-000560,202,28 Mar 2025,623.48,DEBIT CARD,add-on
Q1-TX-000561,291,2025-02-06,$118,Debit Card,subscription
Q1-TX-000562,452,01/03/2025,$-344,paypal,refund
Q1-TX-000563,400,02/09/2025,$-70.27,bank transfer,Refund
Q1-TX-000564,983,27 Jan 2025,-46.07, Credit Card , Refund
Q1-TX-000565,622,"Jan 15, 2025",86.16, Credit Card,Add-on
Q1-TX-000566,683,01-02-2025,$86,BANK TRANSFER,Add-on 
Q1-TX-000567,881,18/02/2025,161.62,bank transfer,Subscription 
Q1-TX-000568,1492,07/03/2025,USD 479.85, Credit Card , Upgrade 
Q1-TX-000569,1157,02 Feb 2025,$390, Credit Card ,Add-on 
Q1-TX-000570,1059,2025-03-31,750.36 USD, PayPal , Add-on 
Q1-TX-000571,932,07/03/2025,$-317,Debit Card , Refund
Q1-TX-000572,1079,04-01-2025,USD 190.27, Credit Card , Subscription
Q1-TX-000573,595,"Mar 09, 2025",$283,credit card,subscription
Q1-TX-000574,402,2025-01-21,-137.20 USD, Bank Transfer ,Refund
Q1-TX-000575,897,27-03-2025,$-156, PayPal , Refund
Q1-TX-000576,491,"Mar 02, 2025",$224.89, Bank Transfer ,Subscription
Q1-TX-000577,528,08/03/2025,289.50,Credit Card,add-on
Q1-TX-000578,987,06/03/2025,$229.49,BANK TRANSFER,upgrade
Q1-TX-000579,732,"Jan 12, 2025",$377,Debit Card, Upgrade
Q1-TX-000580,108,11/02/2025,USD -142.25,BANK TRANSFER, Refund 
Q1-TX-000581,116,"Feb 16, 2025",$169,CREDIT CARD,Upgrade 
Q1-TX-000582,606,"Jan 15, 2025",$238.19, Bank Transfer ,Add-on
Q1-TX-000583,190,07-01-2025,$230,Bank Transfer,ADD-ON
Q1-TX-000584,681,01/18/2025,$109.59, Credit Card,upgrade
Q1-TX-000585,110,"Feb 27, 2025",$236,paypal,UPGRADE
Q1-TX-000586,798,02/27/2025,USD 415.94, Bank Transfer ,ADD-ON
Q1-TX-000587,883,09/03/2025,USD 233.10,BANK TRANSFER, Subscription 
Q1-TX-000588,334,20/02/2025,68.52, Credit Card,Subscription
Q1-TX-000589,1325,24-01-2025,USD -144.44, PayPal , Refund
Q1-TX-000590,1031,"Jan 06, 2025",$463.64,PayPal ,Subscription
Q1-TX-000591,1269,2025-02-07,$367,Debit Card, Add-on
Q1-TX-000592,599,22 Mar 2025,$401,CREDIT CARD,Upgrade 
Q1-TX-000593,193,2025-02-07,$88.65, Debit Card ,ADD-ON
Q1-TX-000594,513,14 Mar 2025,$-191, Bank Transfer ,Refund 
Q1-TX-000595,1374,2025-03-16,$-276, Debit Card ,REFUND
Q1-TX-000596,661,03/15/2025,-170.11,Credit Card,Refund
Q1-TX-000597,1002,25/03/2025,160.01,Credit Card,SUBSCRIPTION
Q1-TX-000598,567,"Mar 25, 2025",84.12,PayPal , Upgrade 
Q1-TX-000599,626,"Mar 26, 2025",$86,Debit Card ,subscription
Q1-TX-000600,1257,2025-03-17,$185, Credit Card,Subscription
Q1-TX-000601,259,"Feb 27, 2025",$347.82, PayPal , Subscription 
Q1-TX-000602,1390,2025-03-07,268.45 USD,paypal, Subscription
Q1-TX-000603,1247,2025-03-08,$506.09,CREDIT CARD,Subscription 
Q1-TX-000604,949,12-03-2025,304.48 USD, Bank Transfer, Upgrade 
Q1-TX-000605,1280,03/05/2025,$848,BANK TRANSFER, Subscription
Q1-TX-000606,164,12 Mar 2025,USD 324.48, Credit Card,Upgrade 
Q1-TX-000607,54,07/01/2025,$115,DEBIT CARD,add-on
Q1-TX-000608,1169,28-03-2025,126.83,paypal, Add-on 
Q1-TX-000609,794,10-02-2025,$152,bank transfer,Add-on 
Q1-TX-000610,1020,"Jan 27, 2025",-217.77 USD, Bank Transfer,REFUND
Q1-TX-000611,918,"Jan 05, 2025",223.52 USD, Debit Card,Add-on
Q1-TX-000612,753,19 Jan 2025,101.71 USD,Credit Card,add-on
Q1-TX-000613,133,02/02/2025,$-183.36,paypal,REFUND
Q1-TX-000614,522,13 Mar 2025,$131,Bank Transfer ,SUBSCRIPTION
Q1-TX-000615,7,01/15/2025,481.22, Debit Card, Subscription 
Q1-TX-000616,1096,01/18/2025,$-237.36, Bank Transfer, Refund
Q1-TX-000617,1482,29/03/2025,-284.53 USD, Credit Card,refund
Q1-TX-000618,862,01/28/2025,USD 282.09,debit card,UPGRADE
Q1-TX-000619,1394,02/02/2025,$159, Credit Card, Add-on
Q1-TX-000620,371,2025-02-06,636.07,Bank Transfer,ADD-ON
Q1-TX-000621,1239,03/28/2025,USD -293.63, Debit Card , Refund
Q1-TX-000622,1331,2025-02-06,185.21, Credit Card , Add-on
Q1-TX-000623,1066,03/21/2025,332.79 USD, PayPal, Add-on
Q1-TX-000624,354,"Jan 17, 2025",92.58, Credit Card,Add-on 
Q1-TX-000625,530,03/30/2025,327.65 USD,Bank Transfer ,Add-on 
Q1-TX-000626,485,03/03/2025,-217.36, Bank Transfer,Refund
Q1-TX-000627,1086,01/14/2025,177.47, Credit Card ,upgrade
Q1-TX-000628,1237,01 Jan 2025,$164,credit card,Upgrade
Q1-TX-000629,275,2025-01-27,$-544, Bank Transfer,refund
Q1-TX-000630,720,14-02-2025,117.17,PayPal,SUBSCRIPTION
Q1-TX-000631,530,14/03/2025,$-522.98, Credit Card, Refund 
Q1-TX-000632,800,24-02-2025,76.08, PayPal, Add-on
Q1-TX-000633,799,2025-01-05,-75.73,bank transfer,Refund
Q1-TX-000634,312,30 Mar 2025,,Bank Transfer ,Upgrade 
Q1-TX-000635,1281,17/02/2025,$275,Bank Transfer, Upgrade
Q1-TX-000636,1179,"Feb 06, 2025",USD -176.91, Bank Transfer, Refund 
Q1-TX-000637,235,"Feb 02, 2025",$143.37, Debit Card,Subscription 
Q1-TX-000638,40,15 Jan 2025,USD 438.16,Credit Card,upgrade
Q1-TX-000639,1390,2025-02-11,-323.69, Bank Transfer ,Refund 
Q1-TX-000640,817,2025-01-22,$112.70, Debit Card, Upgrade
Q1-TX-000641,957,03/02/2025,$-112.79, PayPal ,refund
Q1-TX-000642,212,04-02-2025,$467.99, PayPal,subscription
Q1-TX-000643,682,14 Mar 2025,101.39,debit card,upgrade
Q1-TX-000644,1125,29-03-2025,$-117.05, Debit Card , Refund
Q1-TX-000645,377,02/10/2025,$464,PayPal ,Subscription 
Q1-TX-000646,77,15-01-2025,USD 198.05, Credit Card ,UPGRADE
Q1-TX-000647,1076,13/02/2025,140.65,DEBIT CARD,upgrade
Q1-TX-000648,714,20-01-2025,313.09,Bank Transfer, Upgrade 
Q1-TX-000649,1158,10/02/2025,285.11, Bank Transfer ,SUBSCRIPTION
Q1-TX-000650,864,13-01-2025,216.57,Bank Transfer ,Subscription 
Q1-TX-000651,779,30/01/2025,69.21,CREDIT CARD,Add-on
Q1-TX-000652,141,2025-03-16,279.17,credit card,Subscription 
Q1-TX-000653,673,"Jan 15, 2025",343.25,bank transfer,UPGRADE
Q1-TX-000654,1285,07/01/2025,272.20,bank transfer, Add-on
Q1-TX-000655,47,03/27/2025,188.34, Credit Card ,UPGRADE
Q1-TX-000656,1041,2025-03-10,338.90, Bank Transfer , Subscription
Q1-TX-000657,412,03/17/2025,204.03 USD,PayPal, Add-on
Q1-TX-000658,829,2025-02-20,,bank transfer,refund
Q1-TX-000659,448,"Feb 23, 2025",155.34 USD,PayPal,UPGRADE
Q1-TX-000660,723,"Jan 02, 2025",$229.66,PayPal ,Upgrade 
Q1-TX-000661,1125,03/02/2025,$-397.51,bank transfer, Refund
Q1-TX-000662,37,"Mar 10, 2025",$457, Debit Card,Add-on 
Q1-TX-000663,568,15 Jan 2025,$-224,DEBIT CARD, Refund 
Q1-TX-000664,641,"Feb 25, 2025",-247.84 USD,bank transfer,refund
Q1-TX-000665,988,08 Mar 2025,$165.51,PayPal, Add-on 
Q1-TX-000666,1366,20-01-2025,$58.11,Credit Card,Upgrade 
Q1-TX-000667,695,18-01-2025,106.47 USD, Debit Card , Upgrade 
Q1-TX-000668,383,01/27/2025,USD 219.30,Credit Card,Upgrade 
Q1-TX-000669,900001,23 Jan 2025,$239.09, Debit Card , Upgrade
Q1-TX-000670,461,2025-03-24,$222.88,bank transfer, Subscription 
Q1-TX-000671,1084,2025-03-05,$88,PayPal,SUBSCRIPTION
Q1-TX-000672,937,01 Feb 2025,307.49,bank transfer,Upgrade
Q1-TX-000673,916,20 Jan 2025,$34,bank transfer,add-on
Q1-TX-000674,1281,11/01/2025,$404.42, Debit Card,ADD-ON
Q1-TX-000675,586,03/29/2025,USD 329.39, Credit Card , Add-on
Q1-TX-000676,383,2025-03-28,210.43,Debit Card , Add-on 
Q1-TX-000677,102,01/30/2025,121.75,bank transfer,SUBSCRIPTION
Q1-TX-000678,900015,"Mar 05, 2025",116.73 USD,DEBIT CARD,Add-on 
Q1-TX-000679,1138,29 Mar 2025,$241, Debit Card,Upgrade 
Q1-TX-000680,887,10 Jan 2025,113.26 USD,Credit Card, Subscription
Q1-TX-000681,199,"Mar 29, 2025",570.06 USD, Debit Card ,UPGRADE
Q1-TX-000682,467,"Feb 01, 2025",546.31 USD,Credit Card ,Add-on
Q1-TX-000683,587,04/01/2025,$-401, Bank Transfer ,refund
Q1-TX-000684,541,23-01-2025,526.64, PayPal ,SUBSCRIPTION
Q1-TX-000685,238,2025-02-02,$567, Debit Card ,ADD-ON
Q1-TX-000686,1494,08-03-2025,USD -225.04, Debit Card ,Refund 
Q1-TX-000687,1175,09-03-2025,$-294.39,Debit Card,Refund 
Q1-TX-000688,752,03/17/2025,USD 284.87, PayPal, Upgrade
Q1-TX-000689,171,17-01-2025,USD 580.52,Debit Card, Upgrade
Q1-TX-000690,496,27 Feb 2025,$316.74, Debit Card,Upgrade 
Q1-TX-000691,871,07/02/2025,$343.02,PayPal,SUBSCRIPTION
Q1-TX-000692,675,16-03-2025,388.93 USD,CREDIT CARD,subscription
Q1-TX-000693,1243,04-01-2025,$147.30,Debit Card,ADD-ON
Q1-TX-000694,1397,2025-01-04,254.79 USD,Bank Transfer,Add-on 
Q1-TX-000695,86,01/27/2025,USD -423.01,Credit Card,Refund 
Q1-TX-000696,337,14 Jan 2025,479.33 USD,paypal,Upgrade 
Q1-TX-000697,23,23-03-2025,371.49, Bank Transfer,SUBSCRIPTION
Q1-TX-000698,653,"Jan 22, 2025",$149.41,debit card,add-on
Q1-TX-000699,209,14/03/2025,-107.51, PayPal ,refund
Q1-TX-000700,896,2025-03-24,170.57,debit card,upgrade
Q1-TX-000701,90,02/20/2025,-397.64 USD,BANK TRANSFER,REFUND
Q1-TX-000702,1258,22 Jan 2025,$44.33,BANK TRANSFER, Add-on 
Q1-TX-000703,330,09/01/2025,79.38,CREDIT CARD,upgrade
Q1-TX-000704,1220,02/17/2025,-87.53 USD, Bank Transfer ,REFUND
Q1-TX-000705,1238,25/03/2025,$329, Credit Card ,ADD-ON
Q1-TX-000706,653,03/31/2025,223.37, PayPal,SUBSCRIPTION
Q1-TX-000707,1172,25/01/2025,33.62 USD, Debit Card,SUBSCRIPTION
Q1-TX-000708,491,01/19/2025,638.91,Debit Card,subscription
Q1-TX-000709,736,07 Mar 2025,254.28,PayPal , Subscription 
Q1-TX-000710,276,13/01/2025,46.65, Bank Transfer, Upgrade 
Q1-TX-000711,209,2025-01-04,$252.25, Bank Transfer ,SUBSCRIPTION
Q1-TX-000712,1144,09/02/2025,-882.73,bank transfer, Refund
Q1-TX-000713,1378,03-02-2025,146.89 USD,paypal,Upgrade 
Q1-TX-000714,1433,2025-03-26,$-612,Credit Card , Refund 
Q1-TX-000715,721,"Feb 20, 2025",$331.21,PAYPAL, Upgrade
Q1-TX-000716,1497,01/01/2025,$602.50,PAYPAL,Add-on
Q1-TX-000717,585,2025-01-17,$122, Credit Card ,SUBSCRIPTION
Q1-TX-000718,190,03/17/2025,$264.09,Debit Card,Upgrade
Q1-TX-000719,653,01/11/2025,$490.92,paypal,SUBSCRIPTION
Q1-TX-000720,850,03/11/2025,251.34 USD,CREDIT CARD, Subscription 
Q1-TX-000721,399,13/03/2025,USD -163.54,PayPal, Refund 
Q1-TX-000722,890,"Jan 08, 2025",311.90 USD,Debit Card,Upgrade
Q1-TX-000723,551,"Feb 28, 2025",190.37,PayPal , Upgrade 
Q1-TX-000724,240,15/01/2025,196.11,Credit Card, Subscription 
Q1-TX-000725,825,02/14/2025,162.61, Bank Transfer, Subscription 
Q1-TX-000726,194,28/03/2025,$-143,Debit Card,Refund
Q1-TX-000727,811,07 Jan 2025,-463.45,debit card,REFUND
Q1-TX-000728,880,2025-01-05,USD 25.55,Bank Transfer, Upgrade
Q1-TX-000729,1499,13 Jan 2025,USD 181.40,BANK TRANSFER, Add-on
Q1-TX-000730,1052,2025-01-05,$97.50, Bank Transfer,SUBSCRIPTION
Q1-TX-000731,266,2025-01-01,140.55, Debit Card ,upgrade
Q1-TX-000732,673,21-02-2025,$309,Bank Transfer ,subscription
Q1-TX-000733,228,28 Mar 2025,254.15, Debit Card,Upgrade 
Q1-TX-000734,465,"Feb 05, 2025",$-324,PAYPAL,Refund 
Q1-TX-000735,1402,2025-02-23,,BANK TRANSFER,UPGRADE
